Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-04,2021-07-05,2021-07-06,2021-07-07
Los Lagos,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,1028.0,1676.0,2420.0,2504.0,2504.0,3062.0,3651.0,4146.0,4590.0,4937.0,4950.0,4950.0,6364.0,7810.0,9251.0,10498.0,11579.0,11588.0,11588.0,11588.0,13217.0,14762.0,17914.0,21425.0,21692.0,21819.0,21857.0,23431.0,24545.0,25504.0,26389.0,26421.0,26479.0,27356.0,27920.0,28443.0
Los Ríos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,770.0,5511.0,10191.0,14574.0,15140.0,15657.0,21112.0,28011.0,35136.0,42227.0,47629.0,48437.0,48880.0,54478.0,58337.0,61674.0,64665.0,67460.0,67533.0,67587.0,70581.0,73042.0,75178.0,77099.0,78655.0,78674.0,78675.0,80675.0,84520.0,88714.0,92178.0,95028.0,95184.0,95219.0,98700.0,102457.0,105743.0,109960.0,113064.0,113215.0,113346.0,116959.0,120837.0,123950.0,126409.0,129070.0,129203.0,129404.0,132631.0,135702.0,138910.0,142811.0,146831.0,146991.0,146995.0,150203.0,152651.0,155024.0,157575.0,157701.0,157827.0,157895.0,159402.0,161072.0,162594.0,164362.0,166347.0,166508.0,166557.0,167988.0,169579.0,171492.0,173156.0,174823.0,175181.0,175182.0,176010.0,177040.0,177836.0,178772.0,179343.0,179419.0,179426.0,179991.0,180441.0,180818.0,181330.0,182290.0,182432.0,182441.0,183508.0,184704.0,185989.0,187444.0,189114.0,189380.0,189380.0,190892.0,192575.0,194286.0,195810.0,197385.0,197436.0,197436.0,199105.0,201379.0,203890.0,206475.0,207002.0,207660.0,207701.0,211014.0,215177.0,218817.0,222199.0,225131.0,225171.0,225173.0,227718.0,231039.0,233302.0,234595.0,235618.0,235755.0,235785.0,237208.0,238846.0,240787.0,242754.0,244215.0,244268.0,244268.0,246288.0,248385.0,250341.0,251561.0,252342.0,252534.0,252534.0,252769.0,255231.0,257059.0,258233.0,259124.0,259399.0,259436.0,259612.0,260281.0,261058.0,262562.0,263824.0,264060.0,264060.0,265288.0,266421.0,267709.0
Los Ríos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,616.0,4868.0,9322.0,13717.0,14225.0,14606.0,19768.0,26514.0,33458.0,40412.0,45626.0,46427.0,46899.0,52779.0,57834.0,62055.0,65706.0,68847.0,68990.0,69044.0,72215.0,74205.0,75559.0,76835.0,77824.0,77859.0,77861.0,79232.0,82487.0,86224.0,90373.0,90643.0,90751.0,90784.0,95377.0,99190.0,102409.0,106190.0,109569.0,109714.0,109809.0,113226.0,116797.0,119982.0,122530.0,125067.0,125280.0,125478.0,128508.0,131570.0,134654.0,137903.0,140637.0,140842.0,140846.0,144090.0,146822.0,148617.0,151784.0,152851.0,152949.0,152966.0,154249.0,155959.0,157752.0,159530.0,161069.0,161204.0,161205.0,162549.0,164347.0,166341.0,167952.0,169274.0,169299.0,169299.0,170277.0,171774.0,172850.0,174085.0,174134.0,174232.0,174235.0,175193.0,176099.0,176785.0,177446.0,178239.0,178271.0,178274.0,179153.0,180662.0,182013.0,183238.0,184280.0,184405.0,184421.0,185837.0,188007.0,189860.0,191444.0,192907.0,192951.0,192952.0,194501.0,196458.0,198759.0,200949.0,201906.0,202251.0,202254.0,202533.0,207314.0,211141.0,213906.0,216690.0,216882.0,216901.0,216961.0,220963.0,223577.0,225315.0,226693.0,226912.0,226912.0,228541.0,230217.0,231951.0
Los Ríos,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,744.0,1618.0,2239.0,2276.0,2285.0,2634.0,2849.0,3052.0,3174.0,3251.0,3251.0,3251.0,3354.0,3398.0,3444.0,3498.0,3526.0,3526.0,3526.0,3526.0,3601.0,4059.0,5262.0,6465.0,6511.0,6519.0,6527.0,7679.0,8589.0,9118.0,9448.0,9480.0,9480.0,9790.0,10058.0,10198.0
Magallanes,Primera,0.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,222.0,3606.0,6713.0,8985.0,9021.0,9021.0,12183.0,15501.0,20136.0,23654.0,26709.0,26715.0,26721.0,30331.0,32710.0,35305.0,37065.0,38785.0,38987.0,38997.0,39845.0,40565.0,41479.0,42476.0,43315.0,43403.0,43403.0,45572.0,47963.0,50156.0,51916.0,53449.0,53458.0,53462.0,54723.0,56022.0,57238.0,58912.0,60165.0,60169.0,60210.0,61668.0,63468.0,64746.0,66165.0,67553.0,67566.0,67577.0,69201.0,70589.0,72140.0,73491.0,75417.0,75428.0,75430.0,76795.0,78037.0,79298.0,80660.0,80661.0,80661.0,80661.0,81531.0,82824.0,84122.0,85131.0,85898.0,85901.0,85903.0,86874.0,87715.0,88712.0,89638.0,90462.0,90465.0,90465.0,91117.0,91853.0,92376.0,93139.0,93480.0,93483.0,93484.0,93584.0,94209.0,94815.0,95044.0,95274.0,95274.0,95274.0,95792.0,96400.0,96978.0,97429.0,97992.0,98002.0,98002.0,98711.0,99650.0,100243.0,100885.0,101670.0,101671.0,101672.0,102398.0,103280.0,104335.0,105698.0,105699.0,105699.0,105699.0,107317.0,108664.0,110086.0,111396.0,112441.0,112811.0,113249.0,114106.0,114919.0,115635.0,115719.0,115797.0,115798.0,115801.0,115844.0,115926.0,116041.0,116123.0,116256.0,116256.0,116263.0,116330.0,116383.0,116432.0,116499.0,116544.0,116599.0,116599.0,116600.0,116996.0,117395.0,117986.0,118578.0,118578.0,118578.0,118578.0,118955.0,119206.0,119798.0,120321.0,120321.0,120321.0,120495.0,120649.0,121072.0
Magallanes,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,157.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,165.0,165.0,165.0,165.0,165.0,210.0,3312.0,6247.0,8475.0,8521.0,8523.0,11649.0,14762.0,19198.0,22731.0,25759.0,25771.0,25778.0,29370.0,32063.0,35170.0,37446.0,39310.0,39322.0,39324.0,40213.0,41062.0,41504.0,42129.0,42671.0,42680.0,42680.0,44273.0,46856.0,48994.0,50844.0,50845.0,50849.0,50851.0,52794.0,54320.0,55560.0,57082.0,58282.0,58289.0,58291.0,59485.0,60997.0,62396.0,63806.0,65347.0,65361.0,65363.0,66746.0,68342.0,69869.0,70977.0,71977.0,71986.0,71986.0,72924.0,74382.0,75670.0,76710.0,77289.0,77293.0,77293.0,78233.0,79841.0,80687.0,82046.0,82912.0,82917.0,82917.0,83875.0,84887.0,85831.0,86629.0,87434.0,87435.0,87435.0,87905.0,88606.0,89373.0,90380.0,90386.0,90387.0,90387.0,90798.0,91633.0,92447.0,92927.0,93322.0,93323.0,93323.0,93695.0,94350.0,94908.0,95442.0,95989.0,95995.0,96004.0,96619.0,97613.0,98263.0,98950.0,99736.0,99738.0,99744.0,100506.0,101276.0,102199.0,103367.0,103791.0,103846.0,103846.0,103852.0,105348.0,106830.0,108034.0,109125.0,109396.0,109768.0,109768.0,111231.0,112204.0,112606.0,112924.0,112924.0,112924.0,113148.0,113362.0,113526.0
Magallanes,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,845.0,1302.0,1786.0,2470.0,2906.0,3405.0,3908.0,4711.0,5389.0,5389.0,5420.0,6010.0,6475.0,7078.0,7552.0,7874.0,7989.0,7989.0,8012.0,8401.0,8784.0,9309.0,9671.0,9671.0,9672.0,9672.0,9949.0,10221.0,10436.0,10561.0,10561.0,10561.0,10724.0,10882.0,10958.0
Tarapacá,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,334.0,2498.0,4514.0,6930.0,7469.0,7469.0,10863.0,14865.0,19677.0,23993.0,28210.0,28381.0,28381.0,33613.0,38448.0,41928.0,44130.0,46275.0,46384.0,46384.0,47959.0,49672.0,52046.0,54194.0,55706.0,55779.0,55779.0,57681.0,59592.0,61291.0,63073.0,65069.0,65179.0,65179.0,67057.0,68783.0,70353.0,72477.0,74632.0,74834.0,74834.0,77119.0,79646.0,81996.0,84366.0,86870.0,87109.0,87109.0,89414.0,91812.0,94464.0,96676.0,99383.0,99487.0,99487.0,101937.0,104068.0,106049.0,107970.0,107998.0,108026.0,108066.0,109871.0,111988.0,114129.0,115801.0,117435.0,117583.0,117611.0,119669.0,121373.0,123184.0,124816.0,126811.0,127006.0,127063.0,129025.0,131082.0,132857.0,134294.0,135675.0,135916.0,135929.0,137366.0,138860.0,140681.0,141757.0,142861.0,142951.0,143056.0,144754.0,146163.0,147556.0,148773.0,150024.0,150701.0,150771.0,152359.0,153921.0,155530.0,156903.0,158479.0,158521.0,158525.0,160120.0,161737.0,163191.0,164693.0,164790.0,165485.0,165600.0,168704.0,171959.0,174938.0,177402.0,179908.0,180856.0,180996.0,183668.0,185934.0,188012.0,189728.0,191271.0,191943.0,191982.0,193684.0,195123.0,196611.0,198101.0,199432.0,199892.0,199897.0,201645.0,202918.0,204403.0,205466.0,206503.0,206837.0,206859.0,206867.0,208436.0,210259.0,212078.0,213661.0,213947.0,213977.0,214020.0,214977.0,215723.0,216789.0,217626.0,217787.0,217798.0,218627.0,219632.0,220970.0
Tarapacá,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,158.0,158.0,158.0,159.0,159.0,159.0,159.0,159.0,291.0,2218.0,4147.0,6415.0,6923.0,6923.0,10153.0,14047.0,18582.0,22663.0,26784.0,26987.0,26987.0,32044.0,37448.0,42316.0,45971.0,48659.0,48821.0,48821.0,50685.0,51769.0,52733.0,53512.0,54386.0,54439.0,54439.0,56027.0,57726.0,59368.0,61496.0,61497.0,61497.0,61499.0,64451.0,66410.0,68204.0,70158.0,71775.0,71909.0,71911.0,74331.0,76844.0,79179.0,81343.0,83617.0,83788.0,83788.0,86309.0,88789.0,91223.0,93014.0,94854.0,94990.0,94991.0,97921.0,99958.0,101998.0,103887.0,104594.0,104618.0,104647.0,106297.0,108088.0,109552.0,111507.0,113042.0,113382.0,113382.0,115335.0,117003.0,118475.0,119997.0,121707.0,121708.0,121708.0,123722.0,125740.0,127730.0,129666.0,129710.0,130018.0,130043.0,131794.0,133408.0,135024.0,136389.0,137510.0,137730.0,137766.0,139360.0,140862.0,142209.0,143374.0,144695.0,145004.0,145012.0,146721.0,148224.0,149687.0,151036.0,152513.0,152714.0,152715.0,154187.0,155647.0,157144.0,158477.0,159129.0,159554.0,159556.0,159565.0,162961.0,166057.0,168536.0,170887.0,171681.0,171707.0,171782.0,175059.0,177606.0,179443.0,181092.0,181526.0,181538.0,183552.0,185137.0,186603.0
Tarapacá,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,72.0,109.0,125.0,125.0,199.0,259.0,339.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,495.0,564.0,564.0,564.0,1139.0,1984.0,2626.0,3252.0,3414.0,3414.0,4168.0,4669.0,4872.0
Valparaíso,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,1424.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,3094.0,19414.0,37413.0,56786.0,58072.0,58110.0,85909.0,116230.0,149419.0,180764.0,208613.0,209941.0,209941.0,243740.0,273509.0,297918.0,318563.0,337090.0,337769.0,337882.0,349247.0,358386.0,366199.0,374837.0,384436.0,388079.0,388095.0,401434.0,419712.0,440236.0,459177.0,477006.0,477308.0,477308.0,493360.0,508793.0,524448.0,545901.0,563670.0,564895.0,564895.0,581317.0,599724.0,616795.0,635095.0,651554.0,652661.0,652744.0,667829.0,681972.0,697485.0,713163.0,729641.0,730011.0,730039.0,746784.0,760772.0,773520.0,787338.0,787500.0,787694.0,787735.0,795566.0,805239.0,814929.0,822613.0,830194.0,830781.0,830901.0,839758.0,846851.0,855274.0,861848.0,868922.0,869322.0,869364.0,875190.0,880005.0,883950.0,891049.0,896036.0,896387.0,896417.0,902087.0,906041.0,910921.0,914920.0,919523.0,919580.0,919601.0,927767.0,936019.0,944719.0,953318.0,961826.0,962836.0,962892.0,973259.0,984332.0,994612.0,1004390.0,1014626.0,1014772.0,1014831.0,1026777.0,1039462.0,1051255.0,1062684.0,1062805.0,1065185.0,1065269.0,1082441.0,1100483.0,1118043.0,1134315.0,1146484.0,1149350.0,1149408.0,1162647.0,1177153.0,1189288.0,1193406.0,1195032.0,1196003.0,1196005.0,1200877.0,1206671.0,1213454.0,1222703.0,1231513.0,1233491.0,1233575.0,1245611.0,1254651.0,1266011.0,1273581.0,1280112.0,1281559.0,1281600.0,1281978.0,1292498.0,1300380.0,1309717.0,1314010.0,1314982.0,1315004.0,1315052.0,1318317.0,1321394.0,1329231.0,1335048.0,1336413.0,1336429.0,1340690.0,1344800.0,1352730.0
Valparaíso,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,1424.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1431.0,1438.0,1454.0,1455.0,1455.0,1457.0,2920.0,18127.0,35357.0,53930.0,55053.0,55060.0,81865.0,111387.0,143698.0,174152.0,201427.0,202442.0,202454.0,235447.0,267888.0,295138.0,320355.0,339439.0,340114.0,340186.0,354942.0,366716.0,373536.0,379153.0,383628.0,383714.0,383738.0,396149.0,411963.0,432163.0,454284.0,454862.0,455074.0,455095.0,479516.0,496076.0,511609.0,532510.0,549964.0,550768.0,550807.0,567149.0,584289.0,601307.0,619132.0,635104.0,635900.0,635991.0,651818.0,665477.0,680178.0,694056.0,708976.0,709434.0,709466.0,726451.0,739867.0,752892.0,766018.0,769502.0,769603.0,769660.0,777072.0,786155.0,795243.0,803182.0,810183.0,810603.0,810656.0,818812.0,826685.0,834834.0,840779.0,846845.0,846928.0,846965.0,852816.0,858571.0,863442.0,870746.0,870805.0,871256.0,871281.0,879002.0,885420.0,890986.0,895186.0,898701.0,899077.0,899092.0,904694.0,912462.0,920436.0,928110.0,935407.0,936338.0,936419.0,946970.0,957911.0,967837.0,977305.0,986958.0,987716.0,987767.0,998861.0,1010460.0,1021702.0,1032071.0,1035836.0,1037819.0,1037944.0,1038650.0,1059686.0,1074333.0,1087434.0,1096913.0,1098878.0,1098971.0,1099280.0,1113966.0,1126493.0,1133325.0,1137874.0,1139144.0,1139185.0,1145027.0,1151320.0,1157892.0
Valparaíso,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,98.0,1304.0,6939.0,12023.0,13054.0,13074.0,17037.0,19922.0,22559.0,24809.0,24908.0,24908.0,24908.0,24951.0,24951.0,24951.0,24951.0,24951.0,24951.0,24951.0,24951.0,24951.0,24951.0,27408.0,31687.0,32787.0,32847.0,33031.0,37142.0,40785.0,42951.0,44892.0,45394.0,45394.0,47047.0,47989.0,48578.0
