Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23
Coquimbo,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2495.0,6198.0,8197.0,8705.0,8767.0,8767.0,8767.0,8767.0,8767.0,8767.0,8767.0,8767.0,8767.0,8767.0,8767.0,8767.0,12770.0,17625.0,22452.0,22460.0,22460.0,30286.0,39150.0,49228.0,58782.0,67617.0,68098.0,68098.0,79288.0,88130.0,96180.0,103094.0,109569.0,109613.0,109618.0,115829.0,121090.0,125673.0,130488.0,134446.0,134581.0,134581.0,142038.0,150041.0,157549.0,163881.0,169402.0,169452.0,169452.0,175435.0,181620.0,187306.0,193786.0,199413.0,199618.0,199618.0,205989.0,212562.0,218247.0,223708.0,229093.0,229189.0,229189.0,235068.0,240118.0
Coquimbo,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2762.0,6429.0,8039.0,8541.0,8553.0,8587.0,8587.0,8587.0,8587.0,8587.0,8587.0,8587.0,8587.0,8587.0,8589.0,8593.0,8606.0,8635.0,8638.0,8638.0,8638.0,8642.0,8706.0,12357.0,16827.0,21338.0,21357.0,21358.0,28748.0,37216.0,47223.0,56454.0,64924.0,65280.0,65282.0,77223.0,87303.0,96725.0,105446.0,112750.0,112789.0,112792.0,119741.0,123457.0
Araucanía,Primera,0.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,946.0,13340.0,22450.0,30504.0,31633.0,31635.0,42808.0,57235.0,72085.0,86318.0,100198.0,102273.0,102274.0,118680.0,132778.0,143399.0,152468.0,160765.0,161146.0,161146.0,168625.0,175438.0,181203.0,186067.0,191184.0,191797.0,191798.0,199317.0,209507.0,217972.0,225488.0,232515.0,232925.0,232925.0,240882.0,248711.0,256715.0,266701.0,275871.0,276569.0,276569.0,285567.0,294947.0,303307.0,311096.0,318708.0,319132.0,319132.0,326364.0,333002.0
Araucanía,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,703.0,716.0,716.0,716.0,717.0,1025.0,12142.0,20922.0,28648.0,29847.0,29851.0,40685.0,54181.0,68585.0,82381.0,96171.0,98089.0,98097.0,114842.0,130159.0,141976.0,152064.0,161605.0,161902.0,161902.0,169447.0,174626.0
Los Lagos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,542.0,542.0,543.0,543.0,543.0,543.0,543.0,543.0,802.0,9742.0,18287.0,26912.0,30496.0,31182.0,44059.0,57029.0,70057.0,82186.0,93493.0,96635.0,96759.0,110860.0,121557.0,129254.0,135948.0,142281.0,142667.0,142674.0,148282.0,153532.0,158588.0,163541.0,169011.0,169349.0,169349.0,175402.0,182060.0,188524.0,194252.0,199428.0,200210.0,200321.0,206259.0,212706.0,218816.0,225828.0,232513.0,233982.0,233997.0,241132.0,249216.0,255963.0,262642.0,267924.0,268852.0,268860.0,274758.0,281153.0
Los Lagos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,501.0,530.0,530.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,538.0,539.0,539.0,539.0,839.0,1569.0,9646.0,17657.0,25502.0,28393.0,28709.0,40836.0,53057.0,65553.0,77571.0,88429.0,91318.0,91383.0,105612.0,118611.0,128194.0,136766.0,143438.0,143832.0,143843.0,151232.0,156259.0
Los Ríos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,770.0,5511.0,10191.0,14574.0,15140.0,15657.0,21112.0,28010.0,35141.0,42233.0,47637.0,48445.0,48888.0,54485.0,58343.0,61681.0,64671.0,67466.0,67539.0,67593.0,70587.0,73049.0,75183.0,77103.0,78659.0,78678.0,78679.0,80683.0,84528.0,88717.0,92177.0,95019.0,95172.0,95207.0,98680.0,102436.0,105718.0,109926.0,113019.0,113168.0,113298.0,116904.0,120780.0,123905.0,126367.0,129073.0,129206.0,129407.0,132683.0,135536.0
Los Ríos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,616.0,4864.0,9314.0,13702.0,14210.0,14591.0,19742.0,26480.0,33415.0,40363.0,45560.0,46360.0,46832.0,52702.0,57743.0,61913.0,65519.0,68531.0,68674.0,68727.0,71897.0,73726.0
Magallanes,Primera,0.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,222.0,3607.0,6713.0,8986.0,9022.0,9022.0,12184.0,15502.0,20138.0,23656.0,26710.0,26716.0,26722.0,30333.0,32715.0,35310.0,37070.0,38790.0,38992.0,39002.0,39850.0,40570.0,41482.0,42478.0,43316.0,43404.0,43404.0,45571.0,47963.0,50156.0,51916.0,53446.0,53455.0,53459.0,54719.0,56019.0,57235.0,58911.0,60162.0,60166.0,60167.0,61620.0,63421.0,64699.0,66128.0,67521.0,67534.0,67545.0,69123.0,70408.0
Magallanes,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,157.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,165.0,165.0,165.0,165.0,165.0,210.0,3311.0,6243.0,8470.0,8516.0,8518.0,11639.0,14746.0,19180.0,22711.0,25738.0,25750.0,25757.0,29347.0,32041.0,35144.0,37418.0,39280.0,39292.0,39294.0,40183.0,40983.0
Tarapacá,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,334.0,2496.0,4512.0,6928.0,7469.0,7469.0,10864.0,14866.0,19680.0,23996.0,28214.0,28385.0,28385.0,33619.0,38455.0,41936.0,44138.0,46283.0,46392.0,46392.0,47968.0,49681.0,52054.0,54200.0,55710.0,55783.0,55783.0,57683.0,59593.0,61294.0,63075.0,65071.0,65181.0,65181.0,67061.0,68790.0,70360.0,72485.0,74641.0,74843.0,74843.0,77129.0,79660.0,82010.0,84402.0,86981.0,87220.0,87220.0,89612.0,91872.0
Tarapacá,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,158.0,158.0,158.0,159.0,159.0,159.0,159.0,159.0,291.0,2216.0,4141.0,6409.0,6917.0,6917.0,10145.0,14039.0,18574.0,22654.0,26775.0,26978.0,26978.0,32034.0,37436.0,42304.0,45957.0,48644.0,48806.0,48806.0,50671.0,51686.0
Valparaíso,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,1424.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,3092.0,19409.0,37407.0,56782.0,58068.0,58106.0,85903.0,116224.0,149501.0,180748.0,208593.0,209923.0,209923.0,243716.0,273485.0,297895.0,318544.0,337071.0,337750.0,337863.0,349228.0,358369.0,366175.0,374810.0,384411.0,388082.0,388098.0,401425.0,419704.0,440224.0,459157.0,476967.0,477267.0,477267.0,493292.0,508723.0,524356.0,545652.0,563309.0,564531.0,564531.0,580938.0,599291.0,616378.0,634723.0,651317.0,652424.0,652634.0,667886.0,681641.0
Valparaíso,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,1424.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1431.0,1438.0,1454.0,1455.0,1455.0,1456.0,2915.0,18099.0,35314.0,53872.0,54995.0,55002.0,81788.0,111296.0,143496.0,173871.0,200965.0,201981.0,201993.0,234960.0,267315.0,294554.0,319757.0,338849.0,339524.0,339596.0,354275.0,365677.0
Ñuble,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1719.0,5437.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7824.0,13474.0,20179.0,26377.0,26613.0,26729.0,33940.0,41781.0,50888.0,61258.0,70094.0,70389.0,70640.0,78137.0,84503.0,90410.0,95563.0,99903.0,100102.0,100102.0,104169.0,107977.0,111257.0,114541.0,117197.0,117251.0,117309.0,120825.0,124831.0,128371.0,131232.0,133600.0,133679.0,133715.0,138333.0,143377.0,148333.0,154278.0,159346.0,159552.0,159763.0,165573.0,171342.0,176106.0,180332.0,184275.0,184501.0,184707.0,188524.0,192118.0
Ñuble,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,5686.0,7652.0,7699.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7706.0,7709.0,7721.0,7730.0,7734.0,7734.0,7734.0,7738.0,7859.0,13178.0,19536.0,25368.0,25503.0,25630.0,32846.0,40406.0,49191.0,58901.0,67239.0,67600.0,67842.0,75689.0,82541.0,89204.0,95133.0,99656.0,99695.0,99704.0,104273.0,107427.0
Biobío,Primera,0.0,1388.0,2044.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2092.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,6313.0,28222.0,46736.0,63173.0,67337.0,69964.0,93388.0,120859.0,152384.0,181072.0,203018.0,206258.0,207537.0,228809.0,245686.0,260109.0,271033.0,280967.0,282106.0,282498.0,291007.0,298742.0,306502.0,315726.0,322505.0,322853.0,323011.0,334438.0,347713.0,360987.0,373086.0,383789.0,384422.0,384638.0,396461.0,409548.0,422128.0,439436.0,454484.0,457688.0,458559.0,473556.0,489624.0,504196.0,517774.0,530258.0,532842.0,533999.0,546259.0,558292.0
Biobío,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1421.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1995.0,2076.0,2113.0,2119.0,2119.0,2119.0,2119.0,2119.0,2119.0,2119.0,2119.0,2119.0,2119.0,2119.0,2120.0,2120.0,2120.0,2120.0,2120.0,2120.0,2128.0,4841.0,25079.0,42864.0,58473.0,62355.0,64668.0,86997.0,114431.0,144753.0,172908.0,194736.0,197870.0,199026.0,221951.0,241876.0,259456.0,274472.0,284632.0,285785.0,286216.0,296948.0,305052.0
O’Higgins,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2190.0,7945.0,10301.0,11598.0,11673.0,11673.0,11673.0,11673.0,11673.0,11673.0,11673.0,11673.0,11673.0,11673.0,11673.0,11916.0,18978.0,28345.0,37231.0,38349.0,38408.0,48276.0,57719.0,70906.0,82122.0,93249.0,94464.0,94484.0,109690.0,122755.0,134086.0,143141.0,150862.0,151293.0,151305.0,157638.0,163120.0,168031.0,172919.0,176675.0,176999.0,176999.0,186471.0,196435.0,205713.0,213746.0,221674.0,222033.0,222035.0,230149.0,238176.0,245905.0,255759.0,264604.0,265129.0,265133.0,274745.0,284081.0,292377.0,299793.0,307152.0,307470.0,307473.0,315058.0,322046.0
