Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11
Coquimbo,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2495.0,6198.0,8197.0,8705.0,8767.0,8767.0,8767.0,8767.0,8767.0,8767.0,8767.0,8767.0,8767.0,8767.0,8767.0,8767.0,12768.0,17626.0,22452.0,22460.0,22460.0,30284.0,39147.0,49223.0,58774.0,67590.0,68071.0,68071.0,79171.0,87958.0,95952.0,102831.0,109276.0,109320.0,109325.0,115524.0,120727.0,125304.0,130114.0,134072.0,134207.0,134207.0,141661.0,149611.0,157116.0,163445.0,168950.0,169000.0,169000.0,174923.0,180953.0,186309.0,191959.0
Coquimbo,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2762.0,6429.0,8039.0,8541.0,8553.0,8587.0,8587.0,8587.0,8587.0,8587.0,8587.0,8587.0,8587.0,8587.0,8589.0,8593.0,8606.0,8635.0,8638.0,8638.0,8638.0,8642.0,8706.0,12355.0,16824.0,21228.0,21247.0,21248.0,28582.0,36827.0,46280.0,54589.0
Araucanía,Primera,0.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,943.0,13342.0,22452.0,30507.0,31636.0,31636.0,42810.0,57186.0,72036.0,86269.0,100135.0,102261.0,102262.0,118655.0,132751.0,143378.0,152445.0,160737.0,161117.0,161117.0,168594.0,175404.0,181168.0,186031.0,191146.0,191759.0,191759.0,199278.0,209464.0,217927.0,225442.0,232469.0,232879.0,232879.0,240832.0,248659.0,256632.0,265487.0
Araucanía,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,703.0,716.0,716.0,716.0,717.0,1024.0,12141.0,20921.0,28654.0,29853.0,29857.0,40692.0,54176.0,68525.0,81005.0
Los Lagos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,542.0,542.0,543.0,543.0,543.0,543.0,543.0,543.0,802.0,9742.0,18287.0,26910.0,30493.0,31179.0,44053.0,56995.0,69970.0,82090.0,93383.0,96522.0,96646.0,110728.0,121413.0,129106.0,135794.0,142114.0,142500.0,142507.0,148110.0,153356.0,158410.0,163361.0,168831.0,169169.0,169169.0,175222.0,181876.0,188271.0,193991.0,199133.0,199915.0,200026.0,205937.0,212358.0,218353.0,224533.0
Los Lagos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,501.0,530.0,530.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,538.0,539.0,539.0,539.0,837.0,1567.0,9639.0,17636.0,25381.0,28269.0,28584.0,40648.0,52595.0,64857.0,75653.0
Los Ríos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,770.0,5511.0,10191.0,14573.0,15139.0,15656.0,21112.0,28009.0,35137.0,42226.0,47624.0,48430.0,48873.0,54465.0,58321.0,61656.0,64646.0,67439.0,67512.0,67566.0,70560.0,73028.0,75159.0,77078.0,78634.0,78653.0,78654.0,80655.0,84500.0,88689.0,92149.0,94990.0,95143.0,95178.0,98616.0,102272.0,105486.0,108472.0
Los Ríos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,615.0,4865.0,9313.0,13698.0,14205.0,14586.0,19683.0,26229.0,33158.0,38472.0
Magallanes,Primera,0.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,222.0,3609.0,6715.0,8987.0,9023.0,9023.0,12185.0,15502.0,20139.0,23657.0,26705.0,26711.0,26717.0,30324.0,32704.0,35298.0,37058.0,38777.0,38979.0,38989.0,39837.0,40557.0,41469.0,42465.0,43303.0,43388.0,43388.0,45555.0,47947.0,50138.0,51898.0,53428.0,53437.0,53441.0,54700.0,56000.0,57217.0,58685.0
Magallanes,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,157.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,165.0,165.0,165.0,165.0,165.0,210.0,3311.0,6242.0,8467.0,8513.0,8515.0,11636.0,14740.0,19169.0,22240.0
Tarapacá,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,334.0,2496.0,4512.0,6928.0,7469.0,7469.0,10864.0,14866.0,19680.0,23996.0,28211.0,28382.0,28382.0,33613.0,38448.0,41928.0,44130.0,46270.0,46379.0,46379.0,47954.0,49665.0,52038.0,54182.0,55692.0,55765.0,55765.0,57665.0,59574.0,61275.0,63056.0,65052.0,65162.0,65162.0,67042.0,68770.0,70344.0,72322.0
Tarapacá,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,158.0,158.0,158.0,159.0,159.0,159.0,159.0,159.0,291.0,2216.0,4141.0,6408.0,6916.0,6916.0,10144.0,14038.0,18578.0,22500.0
Valparaíso,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,1424.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,3092.0,19408.0,37404.0,56777.0,58063.0,58101.0,85892.0,116211.0,149483.0,180726.0,208545.0,209874.0,209874.0,243641.0,273388.0,297780.0,318417.0,336933.0,337611.0,337724.0,349085.0,358217.0,366019.0,374654.0,384246.0,387899.0,387915.0,401196.0,419474.0,439991.0,458907.0,476710.0,477010.0,477010.0,493034.0,508450.0,524027.0,543197.0
Valparaíso,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,1424.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1431.0,1438.0,1454.0,1455.0,1455.0,1456.0,2915.0,18094.0,35304.0,53858.0,54981.0,54989.0,81763.0,111239.0,143213.0,172159.0
Ñuble,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1719.0,5437.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7824.0,13474.0,20179.0,26377.0,26613.0,26729.0,33938.0,41779.0,50879.0,61246.0,70075.0,70371.0,70621.0,78116.0,84470.0,90373.0,95522.0,99858.0,100057.0,100057.0,104121.0,107927.0,111207.0,114491.0,117147.0,117201.0,117259.0,120775.0,124781.0,128319.0,131179.0,133542.0,133621.0,133657.0,138272.0,143254.0,148156.0,153447.0
Ñuble,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,5686.0,7652.0,7699.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7706.0,7709.0,7721.0,7730.0,7734.0,7734.0,7734.0,7738.0,7859.0,13177.0,19531.0,25363.0,25498.0,25625.0,32840.0,40226.0,48699.0,57220.0
Biobío,Primera,0.0,1388.0,2044.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2092.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,6313.0,28273.0,46734.0,63171.0,67334.0,69961.0,93396.0,120838.0,152361.0,181040.0,202946.0,206183.0,207462.0,228708.0,245567.0,259962.0,270828.0,280758.0,281896.0,282288.0,290792.0,298521.0,306278.0,315500.0,322278.0,322626.0,322784.0,334208.0,347482.0,360752.0,372850.0,383537.0,384169.0,384385.0,396186.0,409207.0,421608.0,437338.0
Biobío,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1421.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1964.0,1995.0,2076.0,2113.0,2119.0,2119.0,2119.0,2119.0,2119.0,2119.0,2119.0,2119.0,2119.0,2119.0,2119.0,2120.0,2120.0,2120.0,2120.0,2120.0,2120.0,2128.0,4840.0,25077.0,42825.0,58340.0,62223.0,64536.0,86519.0,113442.0,143207.0,168853.0
O’Higgins,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2190.0,7924.0,10280.0,11577.0,11652.0,11652.0,11652.0,11652.0,11652.0,11652.0,11652.0,11652.0,11652.0,11652.0,11652.0,11895.0,18957.0,28325.0,37211.0,38329.0,38388.0,48253.0,57693.0,70879.0,82096.0,93218.0,94431.0,94451.0,109544.0,122538.0,133857.0,142885.0,150599.0,151030.0,151042.0,157361.0,162841.0,167752.0,172612.0,176366.0,176690.0,176690.0,186161.0,196125.0,205403.0,213431.0,221290.0,221649.0,221651.0,229753.0,237717.0,245291.0,254182.0
O’Higgins,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2543.0,8048.0,10227.0,11372.0,11454.0,11454.0,11454.0,11454.0,11454.0,11454.0,11454.0,11454.0,11454.0,11454.0,11462.0,11465.0,11479.0,11486.0,11498.0,11498.0,11498.0,11515.0,11784.0,18559.0,27637.0,36398.0,37244.0,37271.0,47131.0,56272.0,68875.0,78759.0
Maule,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,1669.0,14326.0,26648.0,39890.0,43789.0,46417.0,61114.0,76151.0,92679.0,107695.0,120378.0,121822.0,122408.0,136473.0,149440.0,161042.0,170126.0,179064.0,179435.0,179599.0,186741.0,193163.0,199031.0,204808.0,211241.0,211520.0,211526.0,219087.0,228544.0,237439.0,244798.0,251384.0,252137.0,252387.0,260579.0,269388.0,278515.0,288473.0
Maule,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,501.0,504.0,504.0,504.0,509.0,509.0,509.0,516.0,1430.0,13059.0,24887.0,37467.0,41275.0,43618.0,57944.0,72453.0,87763.0,101298.0
Metropolitana,Primera,420.0,2934.0,5418.0,5714.0,5714.0,5714.0,5714.0,5714.0,5714.0,5714.0,5714.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,7069.0,7942.0,7965.0,7965.0,7965.0,7965.0,7965.0,7981.0,7991.0,7991.0,7991.0,7997.0,8007.0,8007.0,8007.0,8007.0,8007.0,8007.0,8007.0,12105.0,71906.0,135237.0,197859.0,208183.0,210107.0,293802.0,385106.0,486807.0,577895.0,664773.0,678616.0,680356.0,784625.0,870188.0,944565.0,1005699.0,1062096.0,1067358.0,1067763.0,1105097.0,1135734.0,1163719.0,1191664.0,1215550.0,1219348.0,1219460.0,1276304.0,1339173.0,1403050.0,1464514.0,1523435.0,1529148.0,1529557.0,1582524.0,1634835.0,1685724.0,1745603.0
Metropolitana,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,896.0,3550.0,5473.0,5540.0,5540.0,5540.0,5541.0,5541.0,5541.0,5541.0,5541.0,5541.0,5652.0,5653.0,5653.0,5653.0,5653.0,5653.0,5653.0,5653.0,5653.0,5653.0,6924.0,7588.0,7593.0,7593.0,7603.0,7753.0,7811.0,7826.0,7837.0,7837.0,7837.0,7837.0,7847.0,7847.0,7847.0,7847.0,7847.0,7847.0,7849.0,7849.0,7852.0,7889.0,7903.0,7904.0,7904.0,7946.0,11631.0,63836.0,123877.0,184312.0,192741.0,194034.0,274676.0,365058.0,464086.0,548768.0
