Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23
Biobío,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1421.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1997.0,2078.0,2115.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2122.0,2122.0,2122.0,2122.0,2122.0,2122.0,2130.0,4845.0,25098.0,42892.0,58519.0,62405.0,64718.0,87096.0,114573.0,144950.0,173154.0,195026.0,198163.0,199319.0,222290.0,242242.0,259845.0,274884.0,285078.0,286231.0,286662.0,297507.0,306114.0,311498.0,316073.0,320263.0,320461.0,320573.0,328643.0,339483.0,351462.0,364070.0,364757.0,364847.0,364860.0,383366.0,397069.0,410195.0,426367.0,439731.0,441464.0,441867.0,457839.0,473859.0,488193.0,501411.0,513392.0,515115.0,515742.0,529155.0,541312.0,553768.0,565554.0,577771.0,578519.0,578655.0,591721.0,603128.0,614280.0,624875.0,628142.0,628225.0,628406.0,634498.0,641438.0,649193.0,655883.0,660804.0,661549.0,661707.0,668144.0,674220.0,680219.0,684399.0,688045.0,688049.0,688050.0,691848.0,695044.0,697956.0,702319.0,702330.0,702884.0,703021.0,708310.0,712641.0,716785.0,719969.0,724059.0,724547.0,724734.0,730406.0,735996.0,741661.0,746840.0,752233.0,753463.0,753667.0,760837.0,768343.0,775900.0,782938.0,789743.0,790548.0,790577.0,798719.0,807097.0,815595.0,823460.0,826221.0,828005.0,828183.0,829056.0,845805.0,859162.0
Biobío,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.0,1563.0,2576.0,3607.0,3797.0,3932.0,6073.0,7552.0,9079.0,10431.0,11407.0,11657.0,11657.0,12490.0,13282.0,14146.0,14878.0,15392.0,15508.0,15508.0,15586.0,16684.0,18325.0
O’Higgins,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2191.0,7950.0,10305.0,11602.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11921.0,18983.0,28347.0,37235.0,38354.0,38413.0,48282.0,57737.0,70923.0,82141.0,93274.0,94489.0,94509.0,109716.0,122772.0,134123.0,143181.0,150904.0,151335.0,151347.0,157678.0,163162.0,168077.0,172969.0,176729.0,177053.0,177053.0,186539.0,196509.0,205800.0,213836.0,221771.0,222129.0,222131.0,230278.0,238304.0,246030.0,255917.0,264904.0,265429.0,265433.0,275043.0,284395.0,292634.0,299943.0,307064.0,307377.0,307380.0,314946.0,322541.0,330439.0,338007.0,346649.0,346802.0,346864.0,355747.0,364344.0,372568.0,380351.0,380358.0,380374.0,380400.0,384627.0,389250.0,394487.0,397411.0,398937.0,398990.0,398990.0,402196.0,406463.0,411238.0,414849.0,418136.0,418362.0,418381.0,420288.0,422189.0,423942.0,426789.0,429040.0,429081.0,429081.0,431095.0,433210.0,435552.0,437344.0,440094.0,440094.0,440095.0,445126.0,450278.0,455440.0,460484.0,465845.0,466067.0,466067.0,472633.0,479210.0,485743.0,491674.0,497964.0,498006.0,498006.0,504975.0,513073.0,521825.0,532527.0,534774.0,535273.0,535275.0,545044.0,555506.0,564847.0,571680.0,579873.0,580817.0,580875.0,588798.0,597105.0,602247.0,605021.0,608294.0,608521.0,608524.0,612689.0,616827.0,622231.0,628201.0,633081.0,633784.0,633809.0,640060.0,644818.0,650338.0,653283.0,657178.0,657741.0,657753.0,658675.0,664933.0,669572.0
O’Higgins,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2561.0,8076.0,10255.0,11400.0,11483.0,11483.0,11483.0,11483.0,11483.0,11483.0,11483.0,11483.0,11483.0,11483.0,11491.0,11494.0,11508.0,11515.0,11527.0,11527.0,11527.0,11544.0,11813.0,18604.0,27663.0,36471.0,37318.0,37345.0,47218.0,56467.0,69378.0,80352.0,91153.0,92245.0,92267.0,107854.0,121553.0,133786.0,143859.0,152309.0,152661.0,152674.0,159922.0,165007.0,169195.0,172720.0,175206.0,175370.0,175389.0,184007.0,193558.0,203188.0,215734.0,215799.0,215804.0,215822.0,225508.0,233677.0,241278.0,250849.0,259557.0,259877.0,259879.0,269092.0,277833.0,286358.0,293544.0,300548.0,300789.0,300792.0,308127.0,315369.0,323089.0,330699.0,338496.0,338629.0,338633.0,346639.0,355265.0,362908.0,369853.0,371661.0,371669.0,371670.0,376088.0,380811.0,386167.0,389631.0,391556.0,391624.0,391625.0,394887.0,399330.0,403847.0,407442.0,410585.0,410614.0,410614.0,412393.0,414765.0,416886.0,420756.0,420817.0,420847.0,420847.0,423497.0,426171.0,428098.0,429205.0,431597.0,431690.0,431695.0,436025.0,440882.0,445718.0,450375.0,455010.0,455218.0,455226.0,461855.0,468400.0,474634.0,480155.0,486085.0,486364.0,486375.0,493139.0,500693.0,508813.0,516569.0,521705.0,522069.0,522083.0,522862.0,533742.0,540850.0
O’Higgins,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889.0,3055.0,4644.0,4743.0,4751.0,5963.0,6492.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6715.0
Maule,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,1667.0,14339.0,26644.0,39876.0,43775.0,46405.0,61103.0,76141.0,92685.0,107709.0,120417.0,121864.0,122452.0,136537.0,149533.0,161133.0,170228.0,179179.0,179550.0,179712.0,186859.0,193291.0,199168.0,204945.0,211387.0,211666.0,211675.0,219261.0,228734.0,237685.0,245171.0,251804.0,252463.0,252711.0,261051.0,269944.0,279603.0,290498.0,300506.0,302031.0,302573.0,313570.0,324025.0,333106.0,341885.0,350038.0,350663.0,350851.0,359807.0,368947.0,377886.0,386283.0,395194.0,395325.0,395352.0,404611.0,412392.0,419475.0,427764.0,427790.0,427821.0,427850.0,433589.0,439940.0,445858.0,450981.0,455802.0,456094.0,456122.0,459352.0,463580.0,467564.0,470271.0,472819.0,473055.0,473076.0,475719.0,477896.0,480045.0,483150.0,485632.0,485778.0,485793.0,487420.0,489469.0,491382.0,492782.0,496518.0,496553.0,496567.0,501105.0,506668.0,511825.0,517294.0,523442.0,524329.0,524346.0,530902.0,538080.0,545159.0,551460.0,558649.0,558700.0,558700.0,565914.0,574442.0,582590.0,591138.0,591412.0,592945.0,594109.0,604955.0,617506.0,629442.0,639983.0,650394.0,652913.0,653617.0,663696.0,669047.0,674145.0,677936.0,681914.0,683231.0,683397.0,687988.0,692416.0,698174.0,704608.0,709058.0,709426.0,709448.0,714881.0,720183.0,726387.0,730714.0,734786.0,735516.0,735564.0,735762.0,741335.0,746128.0
Maule,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,501.0,504.0,504.0,504.0,509.0,509.0,509.0,518.0,1436.0,13098.0,24946.0,37646.0,41409.0,43801.0,58233.0,72811.0,88844.0,103709.0,116350.0,117789.0,118445.0,132869.0,146934.0,160166.0,171160.0,182439.0,182774.0,182858.0,190978.0,196736.0,201058.0,204774.0,208568.0,208619.0,208639.0,215127.0,223408.0,231643.0,240130.0,240189.0,240210.0,240226.0,252764.0,262297.0,271531.0,281695.0,291139.0,291492.0,291534.0,302222.0,312878.0,322153.0,330844.0,338969.0,339402.0,339452.0,348499.0,357595.0,366325.0,374805.0,382831.0,383072.0,383093.0,392616.0,400802.0,407978.0,414980.0,417545.0,417576.0,417606.0,422302.0,428154.0,434331.0,439447.0,444200.0,444511.0,444522.0,448139.0,452552.0,456589.0,459524.0,462417.0,462450.0,462452.0,464675.0,467101.0,469594.0,473247.0,473267.0,473426.0,473542.0,476601.0,479423.0,481816.0,483534.0,485954.0,486112.0,486131.0,489922.0,494393.0,498668.0,502961.0,507843.0,508367.0,508427.0,514990.0,521931.0,528762.0,534721.0,541072.0,541250.0,541263.0,547450.0,555471.0,563431.0,570320.0,573301.0,574418.0,574607.0,574955.0,588959.0,599237.0
Maule,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3720.0,7314.0,9863.0,11177.0,11346.0,11346.0,11630.0,11818.0,11905.0,11938.0,11944.0,11944.0,11944.0,11947.0,11947.0,11947.0,11947.0,11947.0,11947.0,11947.0,11947.0,11947.0,11953.0
Metropolitana,Primera,420.0,2934.0,5418.0,5714.0,5714.0,5714.0,5714.0,5714.0,5714.0,5714.0,5714.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,7069.0,7942.0,7965.0,7965.0,7965.0,7965.0,7965.0,7981.0,7991.0,7991.0,7991.0,7997.0,8007.0,8007.0,8007.0,8007.0,8008.0,8008.0,8008.0,12096.0,71901.0,135230.0,197874.0,208198.0,210124.0,293818.0,385123.0,486845.0,577946.0,664910.0,678806.0,680548.0,784937.0,870542.0,945000.0,1006173.0,1062611.0,1067891.0,1068296.0,1105648.0,1136342.0,1164278.0,1192234.0,1216129.0,1219909.0,1220021.0,1276985.0,1339849.0,1403795.0,1465322.0,1524302.0,1530017.0,1530427.0,1583486.0,1635852.0,1686832.0,1750920.0,1807846.0,1822365.0,1823292.0,1883726.0,1947237.0,2006066.0,2065237.0,2119593.0,2135513.0,2136441.0,2197174.0,2259887.0,2325152.0,2396041.0,2470653.0,2480190.0,2480766.0,2544602.0,2600935.0,2654545.0,2710992.0,2711883.0,2712606.0,2712857.0,2743368.0,2778738.0,2815810.0,2846029.0,2875002.0,2882345.0,2882815.0,2917274.0,2946991.0,2979921.0,3005416.0,3028003.0,3032545.0,3033077.0,3049079.0,3062805.0,3072596.0,3096045.0,3110830.0,3113823.0,3113939.0,3130728.0,3144356.0,3161581.0,3171954.0,3194574.0,3195020.0,3195164.0,3225098.0,3257013.0,3290242.0,3324042.0,3359655.0,3369545.0,3369869.0,3415105.0,3460451.0,3505310.0,3547301.0,3592530.0,3592530.0,3592530.0,3652610.0,3714175.0,3766979.0,3818914.0,3821441.0,3834886.0,3836167.0,3910726.0,3987896.0,4063933.0,4135012.0,4196120.0,4223022.0,4229090.0,4295896.0,4355360.0,4400268.0,4418294.0,4427531.0,4434509.0,4435804.0,4449609.0,4467100.0,4491423.0,4529525.0,4563189.0,4576752.0,4577730.0,4623299.0,4658128.0,4704630.0,4735020.0,4759809.0,4769572.0,4770948.0,4774885.0,4815007.0,4839719.0
Metropolitana,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,896.0,3550.0,5473.0,5540.0,5540.0,5540.0,5541.0,5541.0,5541.0,5541.0,5541.0,5541.0,5655.0,5656.0,5656.0,5656.0,5656.0,5656.0,5656.0,5656.0,5656.0,5656.0,6927.0,7591.0,7596.0,7596.0,7606.0,7756.0,7814.0,7829.0,7840.0,7840.0,7840.0,7840.0,7850.0,7850.0,7850.0,7850.0,7850.0,7850.0,7852.0,7852.0,7855.0,7892.0,7906.0,7907.0,7907.0,7954.0,11646.0,63928.0,124031.0,184563.0,192996.0,194291.0,275050.0,365594.0,465531.0,554425.0,638242.0,650037.0,651222.0,757157.0,847877.0,930620.0,1001221.0,1061602.0,1068682.0,1069164.0,1109052.0,1138087.0,1159388.0,1178001.0,1197368.0,1199234.0,1199445.0,1248584.0,1308442.0,1371718.0,1443461.0,1446453.0,1447325.0,1447670.0,1530147.0,1585625.0,1638986.0,1701860.0,1760903.0,1771119.0,1771816.0,1832589.0,1892376.0,1949882.0,2007391.0,2061116.0,2070289.0,2070925.0,2133626.0,2197208.0,2257876.0,2321804.0,2385665.0,2394110.0,2394398.0,2461238.0,2516159.0,2569084.0,2619730.0,2634268.0,2634950.0,2635156.0,2664526.0,2698594.0,2735690.0,2765159.0,2789824.0,2794847.0,2794932.0,2821484.0,2858730.0,2891644.0,2916767.0,2940183.0,2940185.0,2940185.0,2957541.0,2974651.0,2989243.0,3014998.0,3015708.0,3019414.0,3019638.0,3042771.0,3064662.0,3083779.0,3096692.0,3113517.0,3117583.0,3118241.0,3139592.0,3166043.0,3195171.0,3223935.0,3254074.0,3262480.0,3263214.0,3306952.0,3350346.0,3393086.0,3433654.0,3475627.0,3481150.0,3481459.0,3533547.0,3587787.0,3635388.0,3679297.0,3694340.0,3705228.0,3706463.0,3712787.0,3786460.0,3844044.0
Metropolitana,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,8001.0,26765.0,44666.0,52094.0,52980.0,68256.0,79835.0,89027.0,95461.0,95920.0,95921.0,95921.0,95930.0,95931.0,95931.0,95931.0,95932.0,95932.0,95932.0,95932.0,95937.0,101706.0
