Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01
Ñuble,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,343.0,637.0,666.0,666.0,1080.0,1426.0,1873.0,2174.0,2459.0,2537.0,2538.0,2811.0,3075.0,3262.0,3390.0,3451.0,3460.0,3460.0,3460.0,3603.0,3672.0,4010.0,4884.0,5110.0,5159.0,5187.0,6133.0,6922.0,7034.0
Biobío,Primera,0.0,1388.0,2044.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2092.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,6316.0,28221.0,46733.0,63169.0,67331.0,69957.0,93394.0,120863.0,152392.0,181078.0,203028.0,206269.0,207548.0,228811.0,245699.0,260122.0,271048.0,280983.0,282122.0,282514.0,291028.0,298767.0,306531.0,315753.0,322536.0,322884.0,323042.0,334466.0,347762.0,361051.0,373171.0,383882.0,384521.0,384737.0,396585.0,409700.0,422304.0,439640.0,454756.0,457969.0,458843.0,473924.0,490010.0,504652.0,518184.0,530854.0,533523.0,534682.0,546493.0,558727.0,571442.0,583467.0,597738.0,598341.0,598366.0,611150.0,621832.0,632858.0,644151.0,644347.0,644419.0,644421.0,650579.0,658112.0,666146.0,672933.0,678497.0,679742.0,679962.0,686286.0,692282.0,698049.0,701982.0,705688.0,706069.0,706109.0,709593.0,712126.0,714373.0,718691.0,721738.0,722254.0,722374.0,725634.0,728434.0,731802.0,734159.0,738730.0,738845.0,739312.0,745749.0,752641.0,759226.0,766077.0,772387.0,773888.0,774108.0,781863.0,789969.0,798095.0,805419.0,812671.0,812680.0,812687.0,821572.0,831235.0,839811.0,848082.0,848086.0,850844.0,851476.0,864736.0,879531.0,893773.0,907030.0,918509.0,922877.0,924253.0,937119.0,948136.0,958920.0,965745.0,971578.0,973530.0,973833.0,977969.0,981693.0,987757.0,995188.0,1000840.0,1002645.0,1002701.0,1010844.0,1017212.0,1025763.0,1031112.0,1035636.0,1036825.0,1036918.0,1037311.0,1045846.0,1052834.0,1059594.0,1064175.0,1065012.0,1065152.0,1065195.0,1067616.0,1069980.0,1071539.0
Biobío,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1421.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1997.0,2078.0,2115.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2122.0,2122.0,2122.0,2122.0,2122.0,2122.0,2130.0,4845.0,25098.0,42892.0,58519.0,62405.0,64718.0,87100.0,114577.0,144957.0,173161.0,195033.0,198170.0,199326.0,222297.0,242250.0,259853.0,274892.0,285086.0,286239.0,286670.0,297516.0,306123.0,311508.0,316083.0,320274.0,320472.0,320584.0,328656.0,339496.0,351475.0,364084.0,364771.0,364861.0,364874.0,383380.0,397083.0,410209.0,426381.0,439745.0,441478.0,441881.0,457852.0,473873.0,488208.0,501426.0,513407.0,515130.0,515757.0,529170.0,541327.0,553783.0,565569.0,577787.0,578535.0,578671.0,591737.0,603145.0,614297.0,624894.0,628162.0,628245.0,628426.0,634519.0,641461.0,649216.0,655908.0,660829.0,661574.0,661732.0,668169.0,674245.0,680245.0,684425.0,688071.0,688075.0,688076.0,691874.0,695070.0,697982.0,702345.0,702356.0,702910.0,703047.0,708335.0,712666.0,716810.0,719994.0,724082.0,724571.0,724758.0,730433.0,736023.0,741689.0,746870.0,752263.0,753494.0,753699.0,760870.0,768376.0,775935.0,782974.0,789781.0,790586.0,790615.0,798757.0,807135.0,815633.0,823501.0,826265.0,828051.0,828243.0,829117.0,846046.0,860153.0,871752.0,882286.0,885331.0,885769.0,886398.0,902159.0,913763.0,915845.0
Biobío,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669.0,1564.0,2589.0,3620.0,3810.0,3945.0,6086.0,7565.0,9092.0,10444.0,11420.0,11670.0,11670.0,12503.0,13294.0,14158.0,14894.0,15410.0,15526.0,15528.0,15606.0,16726.0,18511.0,21077.0,24479.0,25405.0,25533.0,25732.0,29214.0,32418.0,32995.0
O’Higgins,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2191.0,7950.0,10305.0,11602.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11921.0,18983.0,28347.0,37235.0,38354.0,38413.0,48282.0,57737.0,70923.0,82141.0,93274.0,94489.0,94509.0,109716.0,122772.0,134123.0,143181.0,150904.0,151335.0,151347.0,157678.0,163162.0,168077.0,172969.0,176728.0,177052.0,177052.0,186538.0,196508.0,205799.0,213835.0,221770.0,222128.0,222130.0,230278.0,238303.0,246029.0,255916.0,264904.0,265429.0,265433.0,275043.0,284395.0,292634.0,299943.0,307064.0,307377.0,307380.0,314946.0,322541.0,330439.0,338007.0,346649.0,346802.0,346864.0,355747.0,364344.0,372568.0,380351.0,380358.0,380374.0,380399.0,384626.0,389248.0,394485.0,397409.0,398935.0,398988.0,398988.0,402194.0,406461.0,411236.0,414847.0,418134.0,418360.0,418379.0,420286.0,422187.0,423940.0,426787.0,429038.0,429079.0,429079.0,431092.0,433207.0,435549.0,437341.0,440091.0,440091.0,440092.0,445123.0,450274.0,455436.0,460480.0,465841.0,466063.0,466063.0,472629.0,479207.0,485739.0,491670.0,497959.0,498001.0,498001.0,504970.0,513068.0,521821.0,532524.0,534771.0,535265.0,535265.0,545036.0,555498.0,564839.0,571673.0,579873.0,580817.0,580873.0,588804.0,597112.0,602255.0,605030.0,608303.0,608530.0,608533.0,612698.0,616837.0,622241.0,628211.0,633090.0,633793.0,633818.0,640069.0,644827.0,650347.0,653292.0,657187.0,657750.0,657762.0,658684.0,664884.0,669621.0,671207.0,672465.0,672540.0,672540.0,672568.0,674905.0,678323.0,680203.0
O’Higgins,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2561.0,8076.0,10255.0,11400.0,11483.0,11483.0,11483.0,11483.0,11483.0,11483.0,11483.0,11483.0,11483.0,11483.0,11491.0,11494.0,11508.0,11515.0,11527.0,11527.0,11527.0,11544.0,11813.0,18604.0,27663.0,36471.0,37318.0,37345.0,47218.0,56467.0,69378.0,80352.0,91153.0,92245.0,92267.0,107857.0,121556.0,133789.0,143862.0,152312.0,152664.0,152677.0,159925.0,165011.0,169199.0,172724.0,175210.0,175374.0,175393.0,184011.0,193562.0,203192.0,215738.0,215803.0,215808.0,215826.0,225513.0,233683.0,241284.0,250855.0,259564.0,259884.0,259886.0,269099.0,277840.0,286365.0,293551.0,300555.0,300796.0,300799.0,308134.0,315377.0,323098.0,330709.0,338506.0,338639.0,338643.0,346650.0,355276.0,362919.0,369864.0,371672.0,371680.0,371681.0,376099.0,380822.0,386178.0,389642.0,391567.0,391635.0,391636.0,394898.0,399341.0,403859.0,407454.0,410597.0,410626.0,410626.0,412405.0,414777.0,416898.0,420768.0,420829.0,420859.0,420859.0,423509.0,426183.0,428110.0,429217.0,431609.0,431702.0,431707.0,436032.0,440888.0,445725.0,450382.0,455017.0,455225.0,455233.0,461863.0,468409.0,474644.0,480165.0,486096.0,486375.0,486386.0,493151.0,500706.0,508827.0,516583.0,521720.0,522084.0,522098.0,522877.0,533760.0,541090.0,546388.0,553007.0,553442.0,553485.0,553583.0,561766.0,568324.0,569793.0
O’Higgins,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889.0,3055.0,4644.0,4743.0,4751.0,5963.0,6492.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6769.0,10980.0,14632.0,15152.0,15168.0,15525.0,17778.0,19172.0,19398.0
Maule,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,1667.0,14339.0,26644.0,39876.0,43775.0,46405.0,61103.0,76142.0,92687.0,107711.0,120419.0,121866.0,122454.0,136539.0,149535.0,161135.0,170230.0,179181.0,179552.0,179714.0,186861.0,193293.0,199170.0,204947.0,211389.0,211668.0,211677.0,219263.0,228736.0,237687.0,245173.0,251806.0,252465.0,252713.0,261054.0,269946.0,279604.0,290498.0,300507.0,302032.0,302574.0,313570.0,324024.0,333105.0,341884.0,350037.0,350662.0,350850.0,359806.0,368946.0,377885.0,386282.0,395193.0,395324.0,395351.0,404610.0,412391.0,419475.0,427765.0,427791.0,427822.0,427851.0,433589.0,439940.0,445858.0,450981.0,455801.0,456093.0,456121.0,459349.0,463577.0,467561.0,470269.0,472817.0,473053.0,473074.0,475717.0,477894.0,480043.0,483149.0,485631.0,485777.0,485792.0,487418.0,489467.0,491380.0,492780.0,496518.0,496553.0,496567.0,501107.0,506670.0,511827.0,517296.0,523444.0,524331.0,524348.0,530903.0,538081.0,545159.0,551460.0,558652.0,558703.0,558703.0,565918.0,574448.0,582596.0,591146.0,591420.0,592954.0,594118.0,604965.0,617518.0,629466.0,640022.0,650451.0,652973.0,653677.0,663761.0,669115.0,674218.0,678012.0,682013.0,683330.0,683500.0,688091.0,692519.0,698277.0,704711.0,709169.0,709537.0,709559.0,714992.0,720299.0,726508.0,730835.0,734908.0,735642.0,735690.0,735888.0,741573.0,746777.0,749357.0,751460.0,751566.0,751618.0,751624.0,754139.0,756865.0,758035.0
Maule,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,501.0,504.0,504.0,504.0,509.0,509.0,509.0,518.0,1436.0,13098.0,24946.0,37646.0,41409.0,43801.0,58233.0,72812.0,88846.0,103712.0,116354.0,117793.0,118449.0,132873.0,146938.0,160170.0,171164.0,182443.0,182778.0,182862.0,190983.0,196741.0,201063.0,204779.0,208573.0,208624.0,208644.0,215132.0,223413.0,231649.0,240136.0,240195.0,240216.0,240232.0,252772.0,262305.0,271540.0,281706.0,291150.0,291503.0,291545.0,302232.0,312889.0,322164.0,330855.0,338980.0,339413.0,339463.0,348510.0,357606.0,366336.0,374816.0,382842.0,383083.0,383104.0,392627.0,400813.0,407989.0,414992.0,417557.0,417588.0,417618.0,422314.0,428167.0,434344.0,439460.0,444214.0,444525.0,444536.0,448153.0,452567.0,456604.0,459541.0,462434.0,462467.0,462469.0,464692.0,467118.0,469611.0,473266.0,473286.0,473445.0,473561.0,476622.0,479444.0,481838.0,483556.0,485979.0,486137.0,486156.0,489949.0,494427.0,498703.0,502997.0,507896.0,508420.0,508482.0,515046.0,521988.0,528828.0,534789.0,541142.0,541320.0,541333.0,547521.0,555544.0,563503.0,570392.0,573373.0,574490.0,574679.0,575027.0,589053.0,600223.0,609355.0,618836.0,619576.0,619656.0,619674.0,629240.0,635497.0,636872.0
Maule,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3722.0,7316.0,9872.0,11186.0,11355.0,11355.0,11639.0,11827.0,11914.0,11947.0,11953.0,11953.0,11953.0,11956.0,11956.0,11956.0,11956.0,11956.0,11956.0,11956.0,11956.0,11956.0,11965.0,16627.0,20922.0,21593.0,21724.0,21785.0,23682.0,25063.0,25257.0
Metropolitana,Primera,420.0,2934.0,5421.0,5717.0,5717.0,5717.0,5717.0,5717.0,5717.0,5717.0,5717.0,5822.0,5822.0,5822.0,5822.0,5822.0,5822.0,5822.0,5822.0,5822.0,5822.0,7072.0,7945.0,7968.0,7968.0,7968.0,7968.0,7968.0,7984.0,7994.0,7994.0,7994.0,8000.0,8010.0,8010.0,8010.0,8010.0,8011.0,8011.0,8011.0,12099.0,71903.0,135232.0,197877.0,208201.0,210127.0,293821.0,385126.0,486848.0,577949.0,664913.0,678810.0,680552.0,784943.0,870548.0,945006.0,1006179.0,1062617.0,1067897.0,1068302.0,1105653.0,1136346.0,1164282.0,1192238.0,1216134.0,1219915.0,1220027.0,1276991.0,1339855.0,1403801.0,1465329.0,1524310.0,1530025.0,1530435.0,1583494.0,1635861.0,1686842.0,1750933.0,1807859.0,1822377.0,1823304.0,1883736.0,1947243.0,2006072.0,2065242.0,2119599.0,2135518.0,2136446.0,2197180.0,2259894.0,2325159.0,2396048.0,2470661.0,2480199.0,2480775.0,2544611.0,2600944.0,2654555.0,2711004.0,2711895.0,2712618.0,2712869.0,2743381.0,2778753.0,2815826.0,2846043.0,2875016.0,2882359.0,2882829.0,2917287.0,2947008.0,2979938.0,3005433.0,3028019.0,3032561.0,3033093.0,3049095.0,3062821.0,3072613.0,3096057.0,3110842.0,3113835.0,3113951.0,3130740.0,3144371.0,3161596.0,3171969.0,3194591.0,3195037.0,3195181.0,3225119.0,3257038.0,3290268.0,3324069.0,3359682.0,3369572.0,3369896.0,3415134.0,3460481.0,3505341.0,3547332.0,3592562.0,3592562.0,3592562.0,3652646.0,3714215.0,3767024.0,3818960.0,3821489.0,3834887.0,3836169.0,3910744.0,3987925.0,4063971.0,4135077.0,4196244.0,4223166.0,4229238.0,4296083.0,4355569.0,4400493.0,4418534.0,4427770.0,4434748.0,4436044.0,4449853.0,4467367.0,4491697.0,4529804.0,4563474.0,4577038.0,4578016.0,4623589.0,4658419.0,4704921.0,4735309.0,4760138.0,4769915.0,4771291.0,4775300.0,4815918.0,4841505.0,4853054.0,4866917.0,4873892.0,4874571.0,4874887.0,4891779.0,4914100.0,4926331.0
Metropolitana,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.0,3553.0,5476.0,5543.0,5543.0,5543.0,5544.0,5544.0,5544.0,5544.0,5544.0,5544.0,5658.0,5659.0,5659.0,5659.0,5659.0,5659.0,5659.0,5659.0,5659.0,5659.0,6930.0,7594.0,7599.0,7599.0,7609.0,7759.0,7817.0,7832.0,7843.0,7843.0,7843.0,7843.0,7853.0,7853.0,7853.0,7853.0,7853.0,7853.0,7855.0,7855.0,7858.0,7895.0,7909.0,7910.0,7910.0,7957.0,11649.0,63931.0,124035.0,184568.0,193002.0,194297.0,275057.0,365601.0,465538.0,554432.0,638254.0,650052.0,651237.0,757174.0,847896.0,930641.0,1001243.0,1061625.0,1068706.0,1069187.0,1109076.0,1138114.0,1159416.0,1178030.0,1197397.0,1199263.0,1199475.0,1248618.0,1308480.0,1371759.0,1443506.0,1446498.0,1447370.0,1447715.0,1530195.0,1585676.0,1639040.0,1701916.0,1760966.0,1771182.0,1771879.0,1832657.0,1892446.0,1949952.0,2007462.0,2061193.0,2070368.0,2071004.0,2133707.0,2197293.0,2257963.0,2321896.0,2385760.0,2394207.0,2394497.0,2461341.0,2516280.0,2569215.0,2619873.0,2634415.0,2635100.0,2635311.0,2664689.0,2698770.0,2735873.0,2765346.0,2790018.0,2795043.0,2795128.0,2821685.0,2858945.0,2891880.0,2917006.0,2940429.0,2940431.0,2940431.0,2957791.0,2974910.0,2989520.0,3015284.0,3015997.0,3019705.0,3019930.0,3043072.0,3064990.0,3084121.0,3097041.0,3113883.0,3117952.0,3118612.0,3139980.0,3166444.0,3195587.0,3224365.0,3254511.0,3262919.0,3263657.0,3307417.0,3350879.0,3393639.0,3434224.0,3476208.0,3481735.0,3482048.0,3534166.0,3588420.0,3636032.0,3679947.0,3695015.0,3705922.0,3707156.0,3713478.0,3787836.0,3848210.0,3904365.0,3950111.0,3969845.0,3971787.0,3972510.0,4039675.0,4090488.0,4100485.0
Metropolitana,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,8002.0,26766.0,44667.0,52095.0,52981.0,68256.0,79836.0,89029.0,95465.0,95924.0,95925.0,95925.0,95934.0,95935.0,95935.0,95935.0,95936.0,95936.0,95936.0,95936.0,95941.0,102454.0,135742.0,152435.0,157419.0,158061.0,158199.0,165751.0,169465.0,170218.0
