Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11
Coquimbo,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2497.0,6200.0,8199.0,8707.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,8769.0,12772.0,17624.0,22450.0,22458.0,22458.0,30306.0,39189.0,49269.0,58822.0,67656.0,68137.0,68137.0,79329.0,88171.0,96221.0,103139.0,109619.0,109663.0,109668.0,115879.0,121137.0,125793.0,130608.0,134568.0,134704.0,134704.0,142161.0,150174.0,157746.0,164109.0,169667.0,169719.0,169719.0,175717.0,181965.0,187662.0,194172.0,199854.0,200060.0,200060.0,206441.0,213106.0,218875.0,224493.0,229761.0,229863.0,229863.0,235700.0,241491.0,247592.0,253905.0,260621.0,261054.0,261054.0,266891.0,272414.0,277452.0,283042.0,283051.0,283051.0,283053.0,286966.0,291557.0,295898.0,299755.0,303278.0,303367.0,303367.0,307138.0,310580.0,313922.0,316788.0,319708.0,319788.0,319788.0,322389.0,324499.0,326428.0,329121.0,331306.0,331401.0,331402.0,333728.0,336003.0,338327.0,340498.0,342431.0,342446.0,342446.0,346034.0,349747.0,353499.0,357009.0,360505.0,360668.0,360668.0,365045.0,369449.0
Coquimbo,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2764.0,6435.0,8047.0,8550.0,8562.0,8596.0,8596.0,8596.0,8596.0,8596.0,8596.0,8596.0,8596.0,8596.0,8598.0,8602.0,8615.0,8644.0,8647.0,8647.0,8647.0,8651.0,8715.0,12393.0,16984.0,21497.0,21516.0,21517.0,28953.0,37517.0,47549.0,56808.0,65382.0,65739.0,65741.0,77796.0,87987.0,97577.0,106601.0,114014.0,114062.0,114065.0,121291.0,125505.0,128630.0,131098.0,133509.0,133587.0,133588.0,139218.0,146276.0,153386.0,159948.0,160050.0,160052.0,160055.0,169752.0,176550.0,182381.0,189208.0,194503.0,194675.0,194676.0,201021.0,207262.0,212864.0,218223.0,223340.0,223435.0,223438.0,229576.0,234999.0,240751.0,246435.0,252259.0,252520.0,252522.0,257976.0,262654.0,268445.0,273805.0,275361.0,275363.0,275368.0,278913.0,282974.0,287327.0,291006.0,294396.0,294443.0,294446.0,297908.0,301026.0
Araucanía,Primera,0.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,946.0,13334.0,22444.0,30498.0,31627.0,31629.0,42802.0,57200.0,72075.0,86306.0,100184.0,102259.0,102260.0,118662.0,132759.0,143381.0,152450.0,160746.0,161128.0,161128.0,168606.0,175420.0,181187.0,186050.0,191169.0,191782.0,191783.0,199303.0,209492.0,217965.0,225488.0,232528.0,232939.0,232939.0,240897.0,248727.0,256732.0,266729.0,275911.0,276610.0,276610.0,285618.0,294982.0,303321.0,311106.0,318687.0,319111.0,319111.0,326195.0,333171.0,340452.0,347509.0,354628.0,354917.0,354917.0,362005.0,368059.0,373450.0,379420.0,379437.0,379455.0,379455.0,383248.0,387847.0,392512.0,396220.0,399791.0,399954.0,399954.0,403291.0,407460.0,411154.0,414123.0,416936.0,417058.0,417058.0,419684.0,422453.0,424544.0,427555.0,430015.0,430429.0,430450.0,432901.0,435387.0,437930.0,439850.0,442491.0,442515.0,442515.0,446401.0,450715.0,454791.0,458766.0,462849.0,463399.0,463399.0,468499.0,473882.0
Araucanía,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,703.0,716.0,716.0,716.0,717.0,1026.0,12145.0,20927.0,28657.0,29856.0,29860.0,40695.0,54197.0,68606.0,82412.0,96205.0,98125.0,98133.0,114877.0,130195.0,142012.0,152103.0,161648.0,161945.0,161946.0,169527.0,175275.0,180293.0,184121.0,187712.0,187789.0,187789.0,194617.0,203841.0,211803.0,219953.0,220317.0,220333.0,220333.0,232671.0,240915.0,248920.0,258584.0,267100.0,267423.0,267426.0,276557.0,285731.0,294028.0,301606.0,309165.0,309473.0,309475.0,316856.0,323832.0,330736.0,337357.0,344022.0,344351.0,344355.0,351424.0,357844.0,363480.0,368953.0,370438.0,370445.0,370446.0,373833.0,378011.0,382496.0,386152.0,389665.0,389833.0,389834.0,393227.0,396931.0
Los Lagos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,542.0,542.0,543.0,543.0,543.0,543.0,543.0,543.0,802.0,9742.0,18286.0,26911.0,30495.0,31181.0,44056.0,57028.0,70059.0,82188.0,93494.0,96637.0,96761.0,110864.0,121562.0,129260.0,135959.0,142293.0,142679.0,142686.0,148294.0,153543.0,158604.0,163559.0,169033.0,169371.0,169371.0,175420.0,182080.0,188544.0,194271.0,199515.0,200295.0,200406.0,206364.0,212821.0,218934.0,226000.0,232710.0,234189.0,234204.0,241329.0,249478.0,256273.0,262936.0,268188.0,269115.0,269123.0,274920.0,281736.0,289237.0,296644.0,303400.0,303946.0,303946.0,309724.0,315663.0,321910.0,328407.0,328412.0,328420.0,328420.0,332356.0,337009.0,341440.0,344481.0,347341.0,347482.0,347482.0,350488.0,354382.0,358383.0,361749.0,364333.0,364513.0,364513.0,365088.0,365733.0,366288.0,367537.0,369154.0,369328.0,369328.0,372072.0,375012.0,376882.0,378560.0,379812.0,379812.0,379812.0,383207.0,386870.0,390155.0,393415.0,396541.0,396875.0,396875.0,400706.0,404982.0
Los Lagos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,501.0,530.0,530.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,538.0,539.0,539.0,539.0,839.0,1569.0,9653.0,17670.0,25548.0,28439.0,28756.0,40942.0,53207.0,65726.0,77833.0,88718.0,91681.0,91746.0,106002.0,119013.0,128668.0,137346.0,144061.0,144456.0,144467.0,151933.0,157543.0,161540.0,164533.0,166924.0,166962.0,166962.0,171539.0,177094.0,183480.0,189963.0,189975.0,189980.0,189981.0,198822.0,205159.0,211277.0,216728.0,222684.0,222954.0,222957.0,231429.0,239807.0,246970.0,253519.0,258371.0,258567.0,258569.0,264913.0,271915.0,279482.0,285967.0,291823.0,292054.0,292057.0,298129.0,304092.0,309260.0,315432.0,316960.0,316960.0,316961.0,321131.0,325555.0,329956.0,333378.0,336137.0,336236.0,336236.0,339522.0,343328.0
Los Ríos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,770.0,5510.0,10190.0,14574.0,15140.0,15657.0,21112.0,28011.0,35137.0,42230.0,47633.0,48441.0,48884.0,54481.0,58341.0,61679.0,64669.0,67464.0,67537.0,67591.0,70585.0,73047.0,75183.0,77104.0,78660.0,78679.0,78680.0,80680.0,84524.0,88718.0,92183.0,95033.0,95189.0,95224.0,98704.0,102460.0,105746.0,109962.0,113064.0,113214.0,113345.0,116958.0,120836.0,123949.0,126405.0,129066.0,129199.0,129400.0,132630.0,135702.0,138910.0,142811.0,146832.0,146992.0,146996.0,150204.0,152652.0,155025.0,157579.0,157705.0,157831.0,157899.0,159406.0,161076.0,162597.0,164364.0,166347.0,166508.0,166557.0,167986.0,169573.0,171482.0,173142.0,174807.0,175165.0,175166.0,175992.0,177016.0,177812.0,178747.0,179316.0,179391.0,179397.0,179958.0,180407.0,180782.0,181292.0,182248.0,182382.0,182391.0,183456.0,184648.0,185931.0,187379.0,189028.0,189291.0,189291.0,190798.0,192365.0
Los Ríos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,616.0,4867.0,9318.0,13711.0,14219.0,14600.0,19757.0,26500.0,33442.0,40395.0,45607.0,46407.0,46879.0,52754.0,57803.0,62023.0,65671.0,68811.0,68954.0,69008.0,72179.0,74168.0,75521.0,76796.0,77785.0,77819.0,77821.0,79192.0,82447.0,86184.0,90332.0,90601.0,90709.0,90742.0,95334.0,99146.0,102365.0,106145.0,109517.0,109662.0,109757.0,113171.0,116734.0,119913.0,122460.0,124994.0,125207.0,125405.0,128433.0,131492.0,134575.0,137822.0,140553.0,140757.0,140761.0,144005.0,146736.0,148530.0,151700.0,152742.0,152840.0,152857.0,154139.0,155847.0,157640.0,159409.0,160917.0,161052.0,161052.0,162392.0,164056.0
Magallanes,Primera,0.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,222.0,3606.0,6713.0,8985.0,9021.0,9021.0,12183.0,15500.0,20134.0,23652.0,26705.0,26711.0,26717.0,30327.0,32706.0,35301.0,37061.0,38781.0,38983.0,38993.0,39841.0,40561.0,41474.0,42471.0,43309.0,43397.0,43397.0,45565.0,47956.0,50149.0,51909.0,53440.0,53449.0,53453.0,54714.0,56013.0,57230.0,58905.0,60158.0,60162.0,60203.0,61661.0,63461.0,64739.0,66158.0,67546.0,67559.0,67570.0,69194.0,70582.0,72132.0,73484.0,75410.0,75421.0,75423.0,76786.0,78028.0,79288.0,80651.0,80652.0,80652.0,80652.0,81523.0,82813.0,84111.0,85120.0,85886.0,85889.0,85891.0,86861.0,87702.0,88696.0,89620.0,90442.0,90445.0,90445.0,91095.0,91830.0,92350.0,93112.0,93453.0,93456.0,93456.0,93556.0,94180.0,94785.0,95014.0,95243.0,95243.0,95243.0,95760.0,96367.0,96943.0,97394.0,97957.0,97967.0,97967.0,98673.0,99524.0
Magallanes,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,157.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,165.0,165.0,165.0,165.0,165.0,210.0,3312.0,6246.0,8474.0,8520.0,8522.0,11646.0,14756.0,19191.0,22724.0,25751.0,25763.0,25770.0,29361.0,32052.0,35157.0,37433.0,39297.0,39309.0,39311.0,40200.0,41049.0,41489.0,42113.0,42656.0,42665.0,42665.0,44257.0,46840.0,48977.0,50827.0,50828.0,50832.0,50834.0,52776.0,54301.0,55541.0,57062.0,58261.0,58268.0,58270.0,59464.0,60976.0,62372.0,63780.0,65321.0,65335.0,65337.0,66718.0,68314.0,69842.0,70950.0,71949.0,71958.0,71958.0,72893.0,74349.0,75635.0,76675.0,77251.0,77255.0,77255.0,78194.0,79800.0,80646.0,82005.0,82870.0,82875.0,82875.0,83832.0,84842.0
Tarapacá,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,334.0,2496.0,4511.0,6927.0,7466.0,7466.0,10859.0,14861.0,19673.0,23989.0,28206.0,28377.0,28377.0,33610.0,38445.0,41926.0,44125.0,46270.0,46379.0,46379.0,47955.0,49668.0,52042.0,54190.0,55703.0,55776.0,55776.0,57678.0,59589.0,61288.0,63071.0,65067.0,65177.0,65177.0,67056.0,68782.0,70352.0,72476.0,74631.0,74833.0,74833.0,77118.0,79644.0,81994.0,84361.0,86865.0,87104.0,87104.0,89409.0,91806.0,94458.0,96671.0,99379.0,99483.0,99483.0,101933.0,104064.0,106043.0,107963.0,107991.0,108019.0,108059.0,109864.0,111983.0,114124.0,115796.0,117430.0,117578.0,117606.0,119662.0,121364.0,123174.0,124804.0,126798.0,126993.0,127050.0,129011.0,131064.0,132838.0,134271.0,135647.0,135888.0,135901.0,137334.0,138826.0,140646.0,141719.0,142823.0,142913.0,143018.0,144716.0,146123.0,147516.0,148731.0,149980.0,150657.0,150727.0,152314.0,153796.0
Tarapacá,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,158.0,158.0,158.0,159.0,159.0,159.0,159.0,159.0,291.0,2218.0,4144.0,6412.0,6920.0,6920.0,10148.0,14042.0,18577.0,22657.0,26778.0,26981.0,26981.0,32038.0,37442.0,42311.0,45964.0,48652.0,48814.0,48814.0,50678.0,51761.0,52723.0,53502.0,54374.0,54427.0,54427.0,56015.0,57714.0,59356.0,61484.0,61485.0,61485.0,61487.0,64438.0,66396.0,68189.0,70141.0,71758.0,71892.0,71894.0,74313.0,76823.0,79157.0,81323.0,83594.0,83765.0,83765.0,86285.0,88766.0,91199.0,92990.0,94831.0,94967.0,94968.0,97898.0,99935.0,101975.0,103862.0,104568.0,104592.0,104621.0,106271.0,108062.0,109527.0,111482.0,113009.0,113349.0,113349.0,115301.0,116899.0
Valparaíso,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,1424.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,3093.0,19466.0,37523.0,56943.0,58229.0,58267.0,86139.0,116532.0,149896.0,181238.0,209160.0,210488.0,210488.0,244376.0,274228.0,298715.0,319418.0,338012.0,338691.0,338804.0,350197.0,359366.0,367209.0,375869.0,385478.0,389119.0,389135.0,402525.0,420860.0,441444.0,460401.0,478307.0,478609.0,478609.0,494737.0,510211.0,525893.0,547385.0,565191.0,566416.0,566416.0,582879.0,601326.0,618427.0,636761.0,653259.0,654366.0,654449.0,669560.0,683720.0,699279.0,715024.0,731547.0,731917.0,731945.0,748748.0,762797.0,775574.0,789428.0,789589.0,789781.0,789821.0,797686.0,807406.0,817125.0,824833.0,832421.0,833008.0,833126.0,842017.0,849125.0,857560.0,864143.0,871218.0,871617.0,871658.0,877486.0,882298.0,886247.0,893354.0,898336.0,898687.0,898717.0,904386.0,908336.0,913232.0,917230.0,921843.0,921900.0,921921.0,930103.0,938373.0,947100.0,955722.0,964258.0,965265.0,965321.0,975719.0,986628.0
Valparaíso,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,1424.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1431.0,1438.0,1454.0,1455.0,1455.0,1456.0,2918.0,18171.0,35452.0,54071.0,55194.0,55201.0,82066.0,111661.0,144044.0,174578.0,201925.0,202940.0,202952.0,236020.0,268531.0,295854.0,321124.0,340263.0,340941.0,341017.0,355796.0,367589.0,374433.0,380069.0,384558.0,384644.0,384668.0,397125.0,412982.0,433235.0,455407.0,455984.0,456196.0,456217.0,480721.0,497309.0,512853.0,533774.0,551261.0,552064.0,552103.0,568485.0,585652.0,602677.0,620537.0,636533.0,637329.0,637420.0,653263.0,666925.0,681658.0,695584.0,710542.0,711001.0,711033.0,728072.0,741538.0,754594.0,767750.0,771241.0,771342.0,771399.0,778833.0,787946.0,797041.0,805001.0,812008.0,812428.0,812481.0,820648.0,828428.0
Ñuble,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1719.0,5437.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7824.0,13474.0,20180.0,26377.0,26613.0,26729.0,33941.0,41783.0,50892.0,61264.0,70098.0,70393.0,70644.0,78140.0,84499.0,90414.0,95569.0,99906.0,100105.0,100105.0,104173.0,107985.0,111273.0,114559.0,117216.0,117270.0,117328.0,120847.0,124858.0,128407.0,131279.0,133656.0,133735.0,133771.0,138406.0,143452.0,148446.0,154466.0,159597.0,159803.0,160017.0,165890.0,171660.0,176415.0,180677.0,184675.0,184901.0,185107.0,188864.0,192898.0,196983.0,201021.0,205018.0,205062.0,205121.0,208931.0,212258.0,215358.0,219985.0,219986.0,219986.0,219986.0,223017.0,226244.0,229369.0,232303.0,235230.0,235452.0,235479.0,237417.0,238976.0,240226.0,241221.0,242445.0,242523.0,242537.0,243528.0,244508.0,245238.0,246547.0,247425.0,247461.0,247462.0,248700.0,249633.0,250744.0,251582.0,252413.0,252414.0,252414.0,254299.0,256284.0,258381.0,260237.0,262136.0,262384.0,262403.0,264713.0,267020.0
Ñuble,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,5686.0,7652.0,7699.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7706.0,7709.0,7721.0,7730.0,7734.0,7734.0,7734.0,7739.0,7860.0,13195.0,19575.0,25410.0,25545.0,25672.0,32896.0,40463.0,49384.0,59237.0,67673.0,68035.0,68278.0,76231.0,83296.0,89959.0,95975.0,100621.0,100660.0,100669.0,105286.0,108829.0,111565.0,113862.0,115686.0,115769.0,115783.0,118853.0,122409.0,125771.0,129217.0,129219.0,129219.0,129219.0,134749.0,139921.0,144845.0,150624.0,155615.0,155696.0,155750.0,161421.0,167100.0,171859.0,176019.0,180159.0,180350.0,180435.0,184381.0,188391.0,192208.0,196201.0,200002.0,200080.0,200107.0,204156.0,207716.0,210777.0,214828.0,215742.0,215743.0,215744.0,218428.0,221429.0,224552.0,227469.0,229908.0,230046.0,230055.0,232199.0,234088.0
Biobío,Primera,0.0,1388.0,2044.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2092.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,6316.0,28222.0,46733.0,63168.0,67332.0,69960.0,93393.0,120863.0,152395.0,181079.0,203029.0,206269.0,207548.0,228811.0,245697.0,260121.0,271046.0,280983.0,282122.0,282514.0,291023.0,298761.0,306525.0,315746.0,322528.0,322876.0,323034.0,334460.0,347756.0,361044.0,373164.0,383878.0,384515.0,384731.0,396577.0,409697.0,422304.0,439644.0,454760.0,457973.0,458846.0,473923.0,490004.0,504638.0,518175.0,530840.0,533509.0,534668.0,546480.0,558712.0,571423.0,583442.0,597708.0,598311.0,598336.0,611120.0,621802.0,632826.0,644117.0,644313.0,644386.0,644388.0,650546.0,658077.0,666106.0,672883.0,678445.0,679687.0,679907.0,686223.0,692214.0,697972.0,701898.0,705599.0,705980.0,706020.0,709497.0,712019.0,714249.0,718552.0,721588.0,722103.0,722223.0,725472.0,728264.0,731618.0,733965.0,738532.0,738647.0,739093.0,745506.0,752385.0,758957.0,765788.0,772078.0,773577.0,773796.0,781399.0,789131.0
Biobío,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1421.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1997.0,2078.0,2115.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2122.0,2122.0,2122.0,2122.0,2122.0,2122.0,2130.0,4844.0,25095.0,42888.0,58512.0,62397.0,64711.0,87085.0,114548.0,144911.0,173100.0,194965.0,198097.0,199253.0,222211.0,242141.0,259736.0,274769.0,284959.0,286112.0,286543.0,297381.0,305983.0,311366.0,315940.0,320126.0,320324.0,320436.0,328502.0,339342.0,351319.0,363923.0,364608.0,364698.0,364710.0,383193.0,396894.0,410007.0,426172.0,439533.0,441265.0,441668.0,457630.0,473604.0,487927.0,501137.0,513092.0,514814.0,515439.0,528849.0,540985.0,553432.0,565213.0,577420.0,578168.0,578304.0,591357.0,602757.0,613805.0,624380.0,627644.0,627727.0,627906.0,633988.0,640926.0,648676.0,655341.0,660259.0,661001.0,661159.0,667492.0,673329.0
O’Higgins,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2190.0,7946.0,10301.0,11598.0,11673.0,11673.0,11673.0,11673.0,11673.0,11673.0,11673.0,11673.0,11673.0,11673.0,11673.0,11917.0,18979.0,28343.0,37231.0,38349.0,38408.0,48276.0,57730.0,70915.0,82131.0,93260.0,94475.0,94495.0,109703.0,122759.0,134110.0,143168.0,150891.0,151322.0,151334.0,157664.0,163148.0,168063.0,172954.0,176713.0,177037.0,177037.0,186520.0,196489.0,205780.0,213817.0,221750.0,222108.0,222110.0,230253.0,238282.0,246007.0,255896.0,264885.0,265410.0,265414.0,275023.0,284376.0,292615.0,299924.0,307045.0,307358.0,307361.0,314928.0,322523.0,330418.0,337987.0,346630.0,346782.0,346844.0,355728.0,364326.0,372550.0,380334.0,380341.0,380357.0,380383.0,384610.0,389233.0,394471.0,397394.0,398920.0,398973.0,398973.0,402180.0,406446.0,411217.0,414826.0,418113.0,418339.0,418358.0,420263.0,422162.0,423913.0,426754.0,429005.0,429046.0,429046.0,431058.0,433173.0,435513.0,437303.0,440055.0,440055.0,440056.0,445086.0,450236.0,455397.0,460436.0,465794.0,466016.0,466016.0,472578.0,478949.0
