Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-04,2021-07-05,2021-07-06,2021-07-07,2021-07-08
Ñuble,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1721.0,5439.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7826.0,13477.0,20182.0,26378.0,26614.0,26730.0,33944.0,41794.0,50905.0,61280.0,70114.0,70410.0,70661.0,78156.0,84519.0,90434.0,95589.0,99926.0,100125.0,100125.0,104193.0,108005.0,111293.0,114579.0,117236.0,117290.0,117348.0,120866.0,124878.0,128428.0,131302.0,133681.0,133761.0,133797.0,138434.0,143486.0,148482.0,154503.0,159635.0,159840.0,160054.0,165932.0,171715.0,176483.0,180760.0,184779.0,185005.0,185211.0,189106.0,193221.0,197341.0,201413.0,205419.0,205463.0,205522.0,209359.0,212701.0,215815.0,220470.0,220471.0,220471.0,220471.0,223529.0,226778.0,229926.0,232877.0,235838.0,236063.0,236090.0,238039.0,239606.0,240858.0,241858.0,243109.0,243189.0,243203.0,244200.0,245186.0,245917.0,247228.0,248109.0,248146.0,248147.0,249387.0,250325.0,251437.0,252278.0,253122.0,253123.0,253123.0,255011.0,257000.0,259100.0,260958.0,262875.0,263124.0,263143.0,265459.0,267941.0,270460.0,272686.0,275086.0,275216.0,275314.0,277598.0,281593.0,287505.0,293943.0,294137.0,294524.0,294688.0,299268.0,303999.0,308283.0,312730.0,316318.0,317020.0,317146.0,321472.0,325390.0,328502.0,330591.0,332419.0,332797.0,332872.0,334587.0,336268.0,338248.0,340466.0,342058.0,342523.0,342633.0,344793.0,346494.0,348634.0,350329.0,351850.0,352208.0,352274.0,352404.0,354743.0,357048.0,359095.0,360303.0,360524.0,360560.0,360638.0,361554.0,362461.0,364237.0,365828.0,366197.0,366242.0,367349.0,368471.0,370085.0,371524.0
Ñuble,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,5688.0,7653.0,7700.0,7704.0,7704.0,7704.0,7704.0,7704.0,7704.0,7704.0,7704.0,7704.0,7704.0,7707.0,7710.0,7722.0,7731.0,7735.0,7735.0,7735.0,7741.0,7862.0,13211.0,19596.0,25436.0,25573.0,25700.0,32929.0,40503.0,49447.0,59371.0,67810.0,68174.0,68418.0,76376.0,83448.0,90115.0,96131.0,100778.0,100817.0,100826.0,105442.0,108988.0,111725.0,114022.0,115847.0,115930.0,115944.0,119016.0,122575.0,125938.0,129387.0,129389.0,129389.0,129389.0,134928.0,140106.0,145031.0,150815.0,155808.0,155890.0,155944.0,161623.0,167317.0,172097.0,176281.0,180447.0,180638.0,180723.0,184783.0,188873.0,192725.0,196760.0,200575.0,200653.0,200680.0,204758.0,208330.0,211409.0,215483.0,216400.0,216401.0,216402.0,219108.0,222137.0,225293.0,228223.0,230702.0,230841.0,230850.0,233014.0,235000.0,236510.0,237722.0,239001.0,239052.0,239064.0,240075.0,240987.0,241922.0,243650.0,243664.0,243728.0,243734.0,245307.0,246547.0,247829.0,248962.0,249834.0,249868.0,249871.0,251440.0,253151.0,254807.0,256365.0,258038.0,258214.0,258235.0,260435.0,262699.0,265034.0,267180.0,269328.0,269538.0,269576.0,271717.0,275567.0,280788.0,286630.0,288097.0,288515.0,288623.0,288999.0,294703.0,298323.0,301524.0,304471.0,304985.0,305082.0,305171.0,309447.0,312342.0,314539.0,316627.0,317011.0,317107.0,318970.0,320792.0,322743.0,324747.0
Ñuble,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,636.0,665.0,665.0,1079.0,1425.0,1872.0,2173.0,2458.0,2536.0,2537.0,2810.0,3074.0,3261.0,3389.0,3450.0,3459.0,3459.0,3459.0,3602.0,3671.0,4009.0,4889.0,5115.0,5164.0,5192.0,6138.0,6933.0,7337.0,7607.0,7699.0,7732.0,8090.0,8367.0,8586.0,8849.0
Biobío,Primera,0.0,1388.0,2044.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2092.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,6316.0,28222.0,46734.0,63170.0,67332.0,69958.0,93395.0,120864.0,152392.0,181078.0,203028.0,206269.0,207548.0,228811.0,245699.0,260122.0,271048.0,280983.0,282122.0,282514.0,291028.0,298767.0,306530.0,315753.0,322535.0,322883.0,323041.0,334474.0,347777.0,361072.0,373199.0,383909.0,384548.0,384765.0,396622.0,409741.0,422347.0,439692.0,454810.0,458023.0,458897.0,473985.0,490093.0,504769.0,518440.0,531192.0,533861.0,535020.0,547356.0,560120.0,572999.0,585142.0,599500.0,600107.0,600132.0,612976.0,623738.0,634821.0,646160.0,646356.0,646428.0,646430.0,652630.0,660216.0,668306.0,675134.0,680716.0,681962.0,682182.0,688557.0,694605.0,700415.0,704394.0,708156.0,708542.0,708584.0,712075.0,714608.0,716855.0,721198.0,724264.0,724782.0,724902.0,728165.0,730970.0,734344.0,736706.0,741345.0,741463.0,741932.0,748375.0,755283.0,761882.0,768765.0,775095.0,776601.0,776821.0,784602.0,792731.0,800880.0,808233.0,815513.0,815522.0,815529.0,824442.0,834128.0,842737.0,851025.0,851029.0,853788.0,854420.0,867724.0,882564.0,896854.0,910153.0,921675.0,926057.0,927435.0,940360.0,951429.0,962274.0,969165.0,975044.0,977004.0,977307.0,981463.0,985212.0,991304.0,998767.0,1004431.0,1006238.0,1006294.0,1014457.0,1020847.0,1029417.0,1034782.0,1039318.0,1040507.0,1040600.0,1040993.0,1049530.0,1056520.0,1063281.0,1067864.0,1068701.0,1068843.0,1068886.0,1071336.0,1073712.0,1080320.0,1085363.0,1086296.0,1086452.0,1089786.0,1092968.0,1099533.0,1104642.0
Biobío,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1421.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1997.0,2078.0,2115.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2122.0,2122.0,2122.0,2122.0,2122.0,2122.0,2130.0,4845.0,25097.0,42891.0,58518.0,62404.0,64717.0,87101.0,114578.0,144959.0,173164.0,195037.0,198174.0,199330.0,222302.0,242257.0,259860.0,274900.0,285094.0,286247.0,286678.0,297531.0,306143.0,311528.0,316103.0,320294.0,320492.0,320604.0,328676.0,339522.0,351505.0,364119.0,364806.0,364896.0,364909.0,383427.0,397136.0,410265.0,426443.0,439808.0,441542.0,441946.0,457926.0,473974.0,488342.0,501684.0,513771.0,515494.0,516121.0,529942.0,542539.0,555190.0,567111.0,579396.0,580145.0,580281.0,593458.0,604970.0,616190.0,626850.0,630133.0,630216.0,630397.0,636520.0,643506.0,651320.0,658058.0,663002.0,663747.0,663905.0,670389.0,676512.0,682564.0,686790.0,690483.0,690487.0,690488.0,694314.0,697524.0,700442.0,704827.0,704838.0,705392.0,705529.0,710835.0,715183.0,719339.0,722540.0,726669.0,727161.0,727348.0,733046.0,738649.0,744329.0,749540.0,754945.0,756180.0,756385.0,763575.0,771103.0,778678.0,785750.0,792588.0,793401.0,793430.0,801596.0,809998.0,818536.0,826440.0,829215.0,831002.0,831195.0,832072.0,849061.0,863220.0,874873.0,885512.0,888565.0,889008.0,889637.0,905633.0,917452.0,925303.0,931616.0,933742.0,934022.0,940024.0,944775.0,950410.0,956804.0
Biobío,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669.0,1564.0,2588.0,3620.0,3810.0,3945.0,6088.0,7567.0,9094.0,10445.0,11420.0,11670.0,11670.0,12503.0,13294.0,14158.0,14895.0,15411.0,15527.0,15529.0,15607.0,16729.0,18514.0,21081.0,24483.0,25410.0,25541.0,25741.0,29238.0,32446.0,34545.0,35979.0,36607.0,36697.0,37957.0,38883.0,39539.0,39976.0
O’Higgins,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2191.0,7950.0,10305.0,11602.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11921.0,18983.0,28347.0,37235.0,38354.0,38413.0,48282.0,57737.0,70923.0,82140.0,93272.0,94487.0,94507.0,109714.0,122770.0,134121.0,143179.0,150902.0,151333.0,151345.0,157676.0,163160.0,168075.0,172967.0,176726.0,177050.0,177050.0,186537.0,196510.0,205804.0,213842.0,221777.0,222135.0,222137.0,230290.0,238320.0,246058.0,255945.0,264934.0,265459.0,265463.0,275088.0,284480.0,292830.0,300347.0,307830.0,308148.0,308151.0,315816.0,323499.0,331488.0,339116.0,347789.0,347942.0,348004.0,356905.0,365530.0,373775.0,381572.0,381579.0,381595.0,381620.0,385884.0,390558.0,395834.0,398774.0,400315.0,400368.0,400368.0,403602.0,407903.0,412717.0,416369.0,419682.0,419917.0,419937.0,421846.0,423748.0,425501.0,428349.0,430604.0,430645.0,430645.0,432659.0,434782.0,437127.0,438921.0,441683.0,441683.0,441684.0,446728.0,451881.0,457043.0,462088.0,467469.0,467691.0,467691.0,474272.0,480870.0,487405.0,493345.0,499659.0,499702.0,499702.0,506679.0,514788.0,523566.0,534397.0,536817.0,537315.0,537315.0,547124.0,557601.0,566957.0,573796.0,582008.0,582953.0,583009.0,590952.0,599265.0,604413.0,607189.0,610464.0,610691.0,610694.0,614864.0,619010.0,624421.0,630397.0,635276.0,635979.0,636004.0,642259.0,647018.0,652540.0,655487.0,659392.0,659955.0,659967.0,660890.0,667091.0,671828.0,673414.0,674673.0,674748.0,674748.0,674776.0,677115.0,680544.0,686200.0,690086.0,690389.0,690400.0,692968.0,695249.0,699742.0,702810.0
O’Higgins,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2561.0,8076.0,10255.0,11400.0,11483.0,11483.0,11483.0,11483.0,11483.0,11483.0,11483.0,11483.0,11483.0,11483.0,11491.0,11494.0,11508.0,11515.0,11527.0,11527.0,11527.0,11544.0,11813.0,18604.0,27663.0,36471.0,37318.0,37345.0,47218.0,56467.0,69378.0,80352.0,91152.0,92244.0,92266.0,107856.0,121555.0,133788.0,143861.0,152311.0,152663.0,152676.0,159925.0,165012.0,169200.0,172725.0,175211.0,175375.0,175394.0,184012.0,193566.0,203199.0,215744.0,215809.0,215814.0,215832.0,225523.0,233699.0,241307.0,250880.0,259589.0,259909.0,259911.0,269144.0,277938.0,286582.0,293967.0,301269.0,301514.0,301517.0,308950.0,316295.0,324097.0,331775.0,339601.0,339734.0,339738.0,347765.0,356432.0,364099.0,371066.0,372880.0,372888.0,372889.0,377338.0,382112.0,387501.0,390984.0,392925.0,392993.0,392994.0,396288.0,400765.0,405316.0,408946.0,412121.0,412151.0,412151.0,413942.0,416318.0,418443.0,422317.0,422379.0,422409.0,422409.0,425061.0,427745.0,429675.0,430782.0,433185.0,433278.0,433283.0,437618.0,442482.0,447321.0,451982.0,456627.0,456835.0,456843.0,463481.0,470052.0,476294.0,481827.0,487779.0,488058.0,488069.0,494848.0,502430.0,510576.0,518445.0,523731.0,524100.0,524114.0,524894.0,535800.0,543146.0,548454.0,555092.0,555528.0,555571.0,555669.0,563870.0,570449.0,574269.0,577753.0,577952.0,577991.0,582509.0,587576.0,593013.0,598224.0
O’Higgins,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889.0,3055.0,4644.0,4743.0,4751.0,5963.0,6492.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6769.0,10981.0,14633.0,15153.0,15169.0,15526.0,17779.0,19173.0,19819.0,20209.0,20258.0,20258.0,20652.0,21031.0,21250.0,21466.0
Maule,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,1667.0,14339.0,26644.0,39876.0,43775.0,46405.0,61103.0,76142.0,92687.0,107711.0,120419.0,121866.0,122454.0,136540.0,149537.0,161137.0,170232.0,179183.0,179554.0,179716.0,186863.0,193295.0,199172.0,204950.0,211392.0,211671.0,211680.0,219268.0,228747.0,237701.0,245197.0,251832.0,252491.0,252739.0,261084.0,269983.0,279651.0,290547.0,300556.0,302081.0,302623.0,313630.0,324094.0,333212.0,342009.0,350372.0,350997.0,351185.0,360252.0,369452.0,378437.0,386883.0,395820.0,395951.0,395978.0,405279.0,413086.0,420197.0,428505.0,428531.0,428562.0,428591.0,434361.0,440735.0,446680.0,451832.0,456663.0,456957.0,456985.0,460243.0,464491.0,468495.0,471217.0,473774.0,474010.0,474031.0,476681.0,478857.0,481005.0,484111.0,486593.0,486739.0,486754.0,488383.0,490434.0,492347.0,493748.0,497488.0,497523.0,497537.0,502079.0,507642.0,512802.0,518272.0,524421.0,525316.0,525333.0,531891.0,539074.0,546159.0,552465.0,559682.0,559736.0,559736.0,566955.0,575534.0,583703.0,592346.0,592644.0,594212.0,595379.0,606247.0,618811.0,630782.0,641394.0,651835.0,654357.0,655061.0,665198.0,670658.0,675857.0,679788.0,683896.0,685240.0,685411.0,690048.0,694580.0,700365.0,706819.0,711341.0,711709.0,711731.0,717178.0,722499.0,728743.0,733120.0,737266.0,738001.0,738049.0,738247.0,743936.0,749143.0,751729.0,753832.0,753938.0,753990.0,753996.0,756525.0,759321.0,764372.0,768298.0,768871.0,768890.0,771127.0,773771.0,778373.0,781763.0
Maule,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,501.0,504.0,504.0,504.0,509.0,509.0,509.0,518.0,1437.0,13100.0,24948.0,37650.0,41413.0,43805.0,58238.0,72817.0,88852.0,103718.0,116360.0,117799.0,118455.0,132881.0,146947.0,160179.0,171174.0,182453.0,182788.0,182872.0,190995.0,196753.0,201075.0,204791.0,208587.0,208638.0,208658.0,215147.0,223434.0,231671.0,240171.0,240230.0,240251.0,240268.0,252811.0,262348.0,271594.0,281766.0,291214.0,291568.0,291610.0,302310.0,312976.0,322285.0,330995.0,339277.0,339710.0,339760.0,348909.0,358080.0,366864.0,375389.0,383426.0,383667.0,383688.0,393272.0,401503.0,408708.0,415736.0,418306.0,418337.0,418367.0,423089.0,428959.0,435166.0,440312.0,445082.0,445393.0,445404.0,449044.0,453488.0,457546.0,460495.0,463402.0,463435.0,463437.0,465672.0,468103.0,470598.0,474258.0,474278.0,474437.0,474553.0,477617.0,480443.0,482837.0,484557.0,486984.0,487143.0,487162.0,490956.0,495452.0,499731.0,504027.0,508934.0,509459.0,509526.0,516094.0,523047.0,529897.0,535869.0,542243.0,542421.0,542434.0,548634.0,556702.0,564693.0,571664.0,574685.0,575825.0,576014.0,576369.0,590444.0,601637.0,610814.0,620352.0,621096.0,621176.0,621194.0,630880.0,637464.0,642486.0,647423.0,648530.0,648565.0,653765.0,658904.0,664338.0,670017.0
Maule,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3723.0,7318.0,9874.0,11189.0,11358.0,11358.0,11642.0,11830.0,11917.0,11950.0,11956.0,11956.0,11956.0,11959.0,11959.0,11959.0,11959.0,11960.0,11960.0,11960.0,11960.0,11960.0,11969.0,16632.0,20965.0,21635.0,21766.0,21827.0,23777.0,25207.0,26071.0,26961.0,27193.0,27193.0,27893.0,28438.0,28701.0,28877.0
Metropolitana,Primera,420.0,2934.0,5421.0,5717.0,5717.0,5717.0,5717.0,5717.0,5717.0,5717.0,5717.0,5822.0,5822.0,5822.0,5822.0,5822.0,5822.0,5822.0,5822.0,5822.0,5822.0,7072.0,7945.0,7968.0,7968.0,7968.0,7968.0,7968.0,7984.0,7994.0,7994.0,7994.0,8000.0,8010.0,8010.0,8010.0,8010.0,8011.0,8011.0,8011.0,12099.0,71903.0,135232.0,197877.0,208201.0,210127.0,293823.0,385128.0,486851.0,577953.0,664917.0,678814.0,680556.0,784949.0,870552.0,945010.0,1006183.0,1062621.0,1067901.0,1068306.0,1105655.0,1136347.0,1164283.0,1192240.0,1216145.0,1219954.0,1220066.0,1277053.0,1339957.0,1403926.0,1465468.0,1524454.0,1530169.0,1530579.0,1583658.0,1636074.0,1687089.0,1751197.0,1808170.0,1822689.0,1823616.0,1884072.0,1947666.0,2006616.0,2065976.0,2122724.0,2138674.0,2139611.0,2201023.0,2265257.0,2331130.0,2402442.0,2477397.0,2486971.0,2487547.0,2551507.0,2608174.0,2662043.0,2718685.0,2719576.0,2720299.0,2720550.0,2751176.0,2786808.0,2824082.0,2854509.0,2883742.0,2891159.0,2891638.0,2926294.0,2956233.0,2989339.0,3015056.0,3037847.0,3042421.0,3042966.0,3059022.0,3072810.0,3082625.0,3106114.0,3120919.0,3123918.0,3124034.0,3140838.0,3154514.0,3171777.0,3182186.0,3204862.0,3205311.0,3205455.0,3235437.0,3267398.0,3300659.0,3334481.0,3370142.0,3380045.0,3380368.0,3425625.0,3471019.0,3515915.0,3557944.0,3603244.0,3603244.0,3603244.0,3663345.0,3724943.0,3777844.0,3829872.0,3832624.0,3846182.0,3847464.0,3922078.0,3999434.0,4075619.0,4146908.0,4208174.0,4235151.0,4241235.0,4308212.0,4367971.0,4413090.0,4431219.0,4440538.0,4447558.0,4448858.0,4462786.0,4480471.0,4504994.0,4543185.0,4576915.0,4590502.0,4591481.0,4637112.0,4672001.0,4718550.0,4748983.0,4773840.0,4783617.0,4784994.0,4789010.0,4829632.0,4855228.0,4866785.0,4880653.0,4887630.0,4888309.0,4888626.0,4905532.0,4928085.0,4966751.0,4994143.0,5003645.0,5005256.0,5024208.0,5039573.0,5067430.0,5086640.0
