Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24
Biobío,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1421.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1997.0,2078.0,2115.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2122.0,2122.0,2122.0,2122.0,2122.0,2122.0,2130.0,4845.0,25098.0,42892.0,58519.0,62405.0,64718.0,87097.0,114574.0,144952.0,173156.0,195028.0,198165.0,199321.0,222292.0,242244.0,259847.0,274886.0,285080.0,286233.0,286664.0,297509.0,306116.0,311500.0,316075.0,320265.0,320463.0,320575.0,328645.0,339485.0,351464.0,364072.0,364759.0,364849.0,364862.0,383368.0,397071.0,410197.0,426369.0,439733.0,441466.0,441869.0,457841.0,473861.0,488196.0,501414.0,513395.0,515118.0,515745.0,529158.0,541315.0,553771.0,565557.0,577775.0,578523.0,578659.0,591725.0,603132.0,614284.0,624879.0,628147.0,628230.0,628411.0,634503.0,641443.0,649198.0,655888.0,660809.0,661554.0,661712.0,668149.0,674225.0,680224.0,684404.0,688050.0,688054.0,688055.0,691853.0,695049.0,697961.0,702324.0,702335.0,702889.0,703026.0,708314.0,712645.0,716789.0,719973.0,724063.0,724552.0,724739.0,730411.0,736001.0,741666.0,746845.0,752238.0,753469.0,753673.0,760844.0,768350.0,775907.0,782946.0,789751.0,790556.0,790585.0,798727.0,807105.0,815603.0,823468.0,826229.0,828015.0,828207.0,829080.0,845993.0,859947.0,871367.0
Biobío,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669.0,1564.0,2577.0,3608.0,3798.0,3933.0,6074.0,7553.0,9080.0,10432.0,11408.0,11658.0,11658.0,12491.0,13283.0,14147.0,14879.0,15393.0,15509.0,15511.0,15589.0,16704.0,18488.0,21005.0
O’Higgins,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2191.0,7950.0,10305.0,11602.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11921.0,18983.0,28347.0,37235.0,38354.0,38413.0,48282.0,57737.0,70923.0,82141.0,93274.0,94489.0,94509.0,109716.0,122772.0,134123.0,143181.0,150904.0,151335.0,151347.0,157678.0,163162.0,168077.0,172969.0,176728.0,177052.0,177052.0,186538.0,196508.0,205799.0,213835.0,221770.0,222128.0,222130.0,230277.0,238302.0,246028.0,255915.0,264902.0,265427.0,265431.0,275041.0,284393.0,292632.0,299941.0,307062.0,307375.0,307378.0,314944.0,322539.0,330437.0,338005.0,346647.0,346800.0,346862.0,355745.0,364342.0,372566.0,380349.0,380356.0,380372.0,380398.0,384625.0,389248.0,394485.0,397409.0,398936.0,398989.0,398989.0,402195.0,406462.0,411237.0,414848.0,418135.0,418361.0,418380.0,420287.0,422188.0,423941.0,426788.0,429039.0,429080.0,429080.0,431093.0,433208.0,435550.0,437342.0,440092.0,440092.0,440093.0,445124.0,450276.0,455438.0,460482.0,465843.0,466065.0,466065.0,472631.0,479209.0,485741.0,491672.0,497961.0,498003.0,498003.0,504972.0,513070.0,521823.0,532525.0,534772.0,535271.0,535273.0,545042.0,555504.0,564845.0,571679.0,579872.0,580816.0,580874.0,588797.0,597104.0,602246.0,605020.0,608293.0,608520.0,608523.0,612687.0,616826.0,622230.0,628200.0,633079.0,633782.0,633807.0,640058.0,644816.0,650336.0,653281.0,657176.0,657739.0,657751.0,658673.0,664919.0,669656.0,671226.0
O’Higgins,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2561.0,8076.0,10255.0,11400.0,11483.0,11483.0,11483.0,11483.0,11483.0,11483.0,11483.0,11483.0,11483.0,11483.0,11491.0,11494.0,11508.0,11515.0,11527.0,11527.0,11527.0,11544.0,11813.0,18604.0,27663.0,36471.0,37318.0,37345.0,47218.0,56467.0,69378.0,80352.0,91153.0,92245.0,92267.0,107854.0,121553.0,133786.0,143859.0,152309.0,152661.0,152674.0,159922.0,165008.0,169196.0,172721.0,175207.0,175371.0,175390.0,184008.0,193559.0,203189.0,215735.0,215800.0,215805.0,215823.0,225509.0,233678.0,241279.0,250850.0,259558.0,259878.0,259880.0,269093.0,277834.0,286359.0,293545.0,300549.0,300790.0,300793.0,308128.0,315370.0,323090.0,330700.0,338497.0,338630.0,338634.0,346640.0,355266.0,362909.0,369854.0,371662.0,371670.0,371671.0,376089.0,380812.0,386168.0,389632.0,391557.0,391625.0,391626.0,394888.0,399331.0,403849.0,407444.0,410587.0,410616.0,410616.0,412395.0,414767.0,416888.0,420758.0,420819.0,420849.0,420849.0,423499.0,426173.0,428100.0,429207.0,431599.0,431692.0,431697.0,436027.0,440884.0,445721.0,450378.0,455013.0,455221.0,455229.0,461858.0,468403.0,474638.0,480159.0,486089.0,486368.0,486379.0,493144.0,500698.0,508819.0,516575.0,521712.0,522076.0,522090.0,522869.0,533751.0,541079.0,546357.0
O’Higgins,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889.0,3055.0,4644.0,4743.0,4751.0,5963.0,6492.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6769.0,10971.0
Maule,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,1667.0,14339.0,26644.0,39876.0,43775.0,46405.0,61103.0,76141.0,92685.0,107709.0,120417.0,121864.0,122452.0,136537.0,149533.0,161133.0,170228.0,179179.0,179550.0,179712.0,186859.0,193291.0,199168.0,204945.0,211387.0,211666.0,211675.0,219261.0,228734.0,237685.0,245171.0,251804.0,252463.0,252711.0,261051.0,269944.0,279603.0,290497.0,300505.0,302030.0,302572.0,313569.0,324023.0,333104.0,341883.0,350036.0,350661.0,350849.0,359805.0,368945.0,377884.0,386281.0,395192.0,395323.0,395350.0,404609.0,412390.0,419473.0,427762.0,427788.0,427819.0,427848.0,433587.0,439938.0,445856.0,450979.0,455800.0,456092.0,456120.0,459350.0,463578.0,467562.0,470269.0,472817.0,473053.0,473074.0,475717.0,477894.0,480043.0,483148.0,485630.0,485776.0,485791.0,487418.0,489467.0,491380.0,492780.0,496516.0,496551.0,496565.0,501103.0,506666.0,511823.0,517292.0,523440.0,524327.0,524344.0,530900.0,538078.0,545156.0,551458.0,558647.0,558698.0,558698.0,565912.0,574440.0,582588.0,591136.0,591410.0,592944.0,594108.0,604955.0,617507.0,629447.0,640001.0,650413.0,652932.0,653636.0,663715.0,669066.0,674164.0,677955.0,681955.0,683272.0,683438.0,688029.0,692457.0,698215.0,704649.0,709099.0,709467.0,709489.0,714922.0,720224.0,726428.0,730755.0,734827.0,735557.0,735605.0,735803.0,741489.0,746653.0,749168.0
Maule,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,501.0,504.0,504.0,504.0,509.0,509.0,509.0,518.0,1436.0,13098.0,24946.0,37646.0,41409.0,43801.0,58233.0,72811.0,88844.0,103710.0,116351.0,117790.0,118446.0,132870.0,146935.0,160167.0,171161.0,182440.0,182775.0,182859.0,190980.0,196738.0,201060.0,204776.0,208570.0,208621.0,208641.0,215129.0,223410.0,231646.0,240133.0,240192.0,240213.0,240229.0,252767.0,262300.0,271535.0,281699.0,291143.0,291496.0,291538.0,302226.0,312882.0,322157.0,330848.0,338973.0,339406.0,339456.0,348503.0,357599.0,366329.0,374809.0,382835.0,383076.0,383097.0,392620.0,400806.0,407982.0,414984.0,417549.0,417580.0,417610.0,422306.0,428158.0,434335.0,439451.0,444205.0,444516.0,444527.0,448144.0,452557.0,456594.0,459529.0,462422.0,462455.0,462457.0,464680.0,467106.0,469599.0,473252.0,473272.0,473431.0,473547.0,476607.0,479429.0,481822.0,483540.0,485961.0,486119.0,486138.0,489929.0,494400.0,498675.0,502968.0,507865.0,508389.0,508449.0,515012.0,521954.0,528788.0,534748.0,541098.0,541276.0,541289.0,547476.0,555497.0,563457.0,570346.0,573327.0,574444.0,574633.0,574981.0,589003.0,599907.0,608836.0
Maule,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3720.0,7314.0,9863.0,11177.0,11346.0,11346.0,11630.0,11818.0,11905.0,11938.0,11944.0,11944.0,11944.0,11947.0,11947.0,11947.0,11947.0,11947.0,11947.0,11947.0,11947.0,11947.0,11956.0,16341.0
Metropolitana,Primera,420.0,2934.0,5418.0,5714.0,5714.0,5714.0,5714.0,5714.0,5714.0,5714.0,5714.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,7069.0,7942.0,7965.0,7965.0,7965.0,7965.0,7965.0,7981.0,7991.0,7991.0,7991.0,7997.0,8007.0,8007.0,8007.0,8007.0,8008.0,8008.0,8008.0,12096.0,71901.0,135230.0,197875.0,208199.0,210125.0,293819.0,385124.0,486845.0,577946.0,664910.0,678806.0,680548.0,784938.0,870543.0,945001.0,1006174.0,1062612.0,1067892.0,1068297.0,1105649.0,1136343.0,1164279.0,1192235.0,1216130.0,1219911.0,1220023.0,1276987.0,1339851.0,1403797.0,1465324.0,1524304.0,1530019.0,1530429.0,1583488.0,1635854.0,1686835.0,1750923.0,1807849.0,1822368.0,1823295.0,1883729.0,1947240.0,2006069.0,2065240.0,2119596.0,2135516.0,2136444.0,2197177.0,2259890.0,2325155.0,2396044.0,2470656.0,2480194.0,2480770.0,2544606.0,2600939.0,2654549.0,2710995.0,2711886.0,2712609.0,2712860.0,2743371.0,2778742.0,2815814.0,2846032.0,2875005.0,2882348.0,2882818.0,2917277.0,2946994.0,2979923.0,3005417.0,3028004.0,3032546.0,3033078.0,3049080.0,3062806.0,3072597.0,3096046.0,3110831.0,3113824.0,3113940.0,3130729.0,3144357.0,3161582.0,3171956.0,3194577.0,3195023.0,3195167.0,3225103.0,3257019.0,3290248.0,3324048.0,3359661.0,3369551.0,3369875.0,3415111.0,3460457.0,3505317.0,3547309.0,3592538.0,3592538.0,3592538.0,3652619.0,3714186.0,3766991.0,3818926.0,3821454.0,3834899.0,3836181.0,3910746.0,3987921.0,4063961.0,4135055.0,4196166.0,4223068.0,4229136.0,4295943.0,4355410.0,4400318.0,4418344.0,4427580.0,4434558.0,4435853.0,4449658.0,4467151.0,4491478.0,4529582.0,4563250.0,4576814.0,4577792.0,4623363.0,4658194.0,4704696.0,4735085.0,4759919.0,4769682.0,4771058.0,4775066.0,4815400.0,4840936.0,4852338.0
Metropolitana,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,896.0,3550.0,5473.0,5540.0,5540.0,5540.0,5541.0,5541.0,5541.0,5541.0,5541.0,5541.0,5655.0,5656.0,5656.0,5656.0,5656.0,5656.0,5656.0,5656.0,5656.0,5656.0,6927.0,7591.0,7596.0,7596.0,7606.0,7756.0,7814.0,7829.0,7840.0,7840.0,7840.0,7840.0,7850.0,7850.0,7850.0,7850.0,7850.0,7850.0,7852.0,7852.0,7855.0,7892.0,7906.0,7907.0,7907.0,7954.0,11646.0,63928.0,124031.0,184564.0,192997.0,194292.0,275051.0,365595.0,465532.0,554426.0,638245.0,650042.0,651227.0,757163.0,847883.0,930626.0,1001228.0,1061610.0,1068691.0,1069173.0,1109062.0,1138099.0,1159401.0,1178014.0,1197381.0,1199247.0,1199458.0,1248600.0,1308458.0,1371736.0,1443480.0,1446472.0,1447344.0,1447689.0,1530168.0,1585647.0,1639009.0,1701883.0,1760927.0,1771143.0,1771840.0,1832616.0,1892403.0,1949910.0,2007420.0,2061146.0,2070319.0,2070955.0,2133656.0,2197238.0,2257907.0,2321837.0,2385699.0,2394146.0,2394434.0,2461276.0,2516201.0,2569129.0,2619777.0,2634316.0,2634999.0,2635205.0,2664578.0,2698648.0,2735746.0,2765215.0,2789882.0,2794905.0,2794990.0,2821545.0,2858792.0,2891713.0,2916836.0,2940252.0,2940254.0,2940254.0,2957611.0,2974724.0,2989324.0,3015080.0,3015790.0,3019496.0,3019720.0,3042854.0,3064748.0,3083868.0,3096781.0,3113612.0,3117679.0,3118338.0,3139695.0,3166149.0,3195283.0,3224050.0,3254191.0,3262597.0,3263331.0,3307078.0,3350477.0,3393223.0,3433794.0,3475771.0,3481294.0,3481605.0,3533699.0,3587946.0,3635548.0,3679458.0,3694520.0,3705407.0,3706641.0,3712965.0,3787021.0,3847386.0,3902600.0
Metropolitana,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,8001.0,26765.0,44666.0,52094.0,52980.0,68256.0,79835.0,89027.0,95461.0,95920.0,95921.0,95921.0,95930.0,95931.0,95931.0,95931.0,95932.0,95932.0,95932.0,95932.0,95937.0,102442.0,134954.0
