Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21
Los Ríos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,616.0,4868.0,9321.0,13715.0,14223.0,14604.0,19766.0,26512.0,33456.0,40410.0,45622.0,46423.0,46895.0,52774.0,57827.0,62048.0,65699.0,68840.0,68983.0,69037.0,72208.0,74198.0,75552.0,76827.0,77816.0,77851.0,77853.0,79224.0,82479.0,86216.0,90365.0,90635.0,90743.0,90776.0,95369.0,99182.0,102401.0,106182.0,109561.0,109706.0,109801.0,113217.0,116787.0,119972.0,122520.0,125057.0,125270.0,125468.0,128498.0,131561.0,134645.0,137892.0,140625.0,140830.0,140834.0,144078.0,146810.0,148605.0,151772.0,152839.0,152937.0,152954.0,154236.0,155947.0,157740.0,159517.0,161056.0,161191.0,161192.0,162536.0,164333.0,166327.0,167937.0,169258.0,169283.0,169283.0,170261.0,171758.0,172834.0,174069.0,174118.0,174216.0,174219.0,175181.0,176085.0,176771.0,177432.0,178225.0,178257.0,178260.0,179139.0,180647.0,181998.0,183221.0,184263.0,184388.0,184404.0,185820.0,187990.0,189841.0,191420.0,192882.0,192926.0,192927.0,194476.0,196431.0,198731.0,200921.0,201876.0,202215.0,202218.0,202492.0
Los Ríos,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,744.0,1617.0,2238.0,2275.0,2284.0,2633.0,2848.0,3051.0,3173.0,3250.0,3250.0,3250.0,3353.0,3397.0,3443.0,3495.0,3523.0,3523.0,3523.0,3523.0
Magallanes,Primera,0.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,222.0,3606.0,6713.0,8985.0,9021.0,9021.0,12183.0,15501.0,20136.0,23654.0,26709.0,26715.0,26721.0,30331.0,32710.0,35305.0,37065.0,38785.0,38987.0,38997.0,39845.0,40565.0,41479.0,42476.0,43315.0,43403.0,43403.0,45572.0,47963.0,50156.0,51916.0,53447.0,53456.0,53460.0,54721.0,56020.0,57236.0,58910.0,60163.0,60167.0,60208.0,61666.0,63466.0,64744.0,66163.0,67551.0,67564.0,67575.0,69199.0,70587.0,72138.0,73489.0,75415.0,75426.0,75428.0,76793.0,78035.0,79296.0,80658.0,80659.0,80659.0,80659.0,81530.0,82823.0,84121.0,85130.0,85897.0,85900.0,85902.0,86873.0,87714.0,88711.0,89637.0,90461.0,90464.0,90464.0,91115.0,91851.0,92374.0,93137.0,93478.0,93481.0,93482.0,93582.0,94207.0,94813.0,95042.0,95272.0,95272.0,95272.0,95790.0,96398.0,96975.0,97426.0,97989.0,97999.0,97999.0,98708.0,99647.0,100240.0,100882.0,101666.0,101667.0,101668.0,102394.0,103276.0,104331.0,105694.0,105695.0,105695.0,105695.0,107313.0,108660.0,110082.0,111391.0,112436.0,112806.0,113244.0,114101.0,114911.0,115627.0,115711.0,115788.0,115789.0,115792.0,115835.0,115917.0,116032.0,116114.0,116242.0,116242.0,116249.0,116311.0,116364.0,116411.0,116476.0,116518.0,116573.0,116573.0,116573.0
Magallanes,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,157.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,165.0,165.0,165.0,165.0,165.0,210.0,3312.0,6247.0,8475.0,8521.0,8523.0,11648.0,14761.0,19197.0,22730.0,25758.0,25770.0,25777.0,29369.0,32062.0,35168.0,37444.0,39308.0,39320.0,39322.0,40211.0,41060.0,41502.0,42127.0,42669.0,42678.0,42678.0,44271.0,46854.0,48992.0,50842.0,50843.0,50847.0,50849.0,52791.0,54316.0,55556.0,57077.0,58277.0,58284.0,58286.0,59480.0,60992.0,62392.0,63802.0,65343.0,65357.0,65359.0,66742.0,68338.0,69865.0,70973.0,71973.0,71982.0,71982.0,72920.0,74378.0,75666.0,76706.0,77285.0,77289.0,77289.0,78228.0,79836.0,80682.0,82041.0,82907.0,82912.0,82912.0,83870.0,84882.0,85826.0,86624.0,87429.0,87430.0,87430.0,87899.0,88600.0,89367.0,90374.0,90380.0,90381.0,90381.0,90792.0,91627.0,92441.0,92921.0,93316.0,93317.0,93317.0,93689.0,94344.0,94901.0,95435.0,95982.0,95988.0,95997.0,96612.0,97606.0,98256.0,98943.0,99728.0,99730.0,99736.0,100498.0,101267.0,102190.0,103350.0,103722.0,103777.0,103777.0,103831.0
Magallanes,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,845.0,1301.0,1783.0,2467.0,2902.0,3400.0,3903.0,4706.0,5384.0,5384.0,5415.0,6005.0,6470.0,7031.0,7505.0,7824.0,7939.0,7939.0,7962.0
Tarapacá,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,334.0,2498.0,4514.0,6930.0,7469.0,7469.0,10863.0,14865.0,19677.0,23993.0,28210.0,28381.0,28381.0,33614.0,38449.0,41930.0,44132.0,46277.0,46386.0,46386.0,47961.0,49674.0,52048.0,54196.0,55708.0,55781.0,55781.0,57683.0,59594.0,61293.0,63075.0,65071.0,65181.0,65181.0,67059.0,68785.0,70355.0,72479.0,74634.0,74836.0,74836.0,77121.0,79648.0,81998.0,84367.0,86871.0,87110.0,87110.0,89415.0,91813.0,94465.0,96677.0,99384.0,99488.0,99488.0,101938.0,104069.0,106048.0,107969.0,107997.0,108025.0,108065.0,109870.0,111987.0,114128.0,115800.0,117434.0,117582.0,117610.0,119668.0,121372.0,123183.0,124815.0,126810.0,127005.0,127062.0,129024.0,131081.0,132856.0,134293.0,135674.0,135915.0,135928.0,137365.0,138859.0,140680.0,141756.0,142860.0,142950.0,143055.0,144754.0,146163.0,147556.0,148773.0,150024.0,150701.0,150771.0,152359.0,153921.0,155530.0,156903.0,158478.0,158520.0,158524.0,160118.0,161735.0,163188.0,164690.0,164787.0,165481.0,165596.0,168699.0,171951.0,174929.0,177391.0,179893.0,180841.0,180981.0,183652.0,185917.0,187994.0,189708.0,191250.0,191922.0,191961.0,193663.0,195102.0,196588.0,198078.0,199409.0,199869.0,199874.0,201622.0,202894.0,204379.0,205442.0,206477.0,206810.0,206832.0,206838.0
Tarapacá,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,158.0,158.0,158.0,159.0,159.0,159.0,159.0,159.0,291.0,2218.0,4147.0,6415.0,6923.0,6923.0,10153.0,14047.0,18582.0,22663.0,26784.0,26987.0,26987.0,32044.0,37448.0,42316.0,45971.0,48659.0,48821.0,48821.0,50685.0,51769.0,52733.0,53512.0,54386.0,54439.0,54439.0,56027.0,57726.0,59368.0,61496.0,61497.0,61497.0,61499.0,64451.0,66410.0,68204.0,70158.0,71775.0,71909.0,71911.0,74330.0,76843.0,79178.0,81341.0,83614.0,83785.0,83785.0,86306.0,88786.0,91220.0,93011.0,94851.0,94987.0,94988.0,97918.0,99955.0,101995.0,103882.0,104589.0,104613.0,104642.0,106292.0,108083.0,109547.0,111502.0,113037.0,113377.0,113377.0,115330.0,116997.0,118469.0,119991.0,121701.0,121702.0,121702.0,123716.0,125734.0,127724.0,129660.0,129704.0,130012.0,130037.0,131788.0,133402.0,135017.0,136382.0,137503.0,137723.0,137759.0,139353.0,140855.0,142202.0,143367.0,144688.0,144997.0,145005.0,146714.0,148216.0,149678.0,151027.0,152504.0,152705.0,152706.0,154176.0,155633.0,157130.0,158462.0,159112.0,159537.0,159539.0,159546.0
Tarapacá,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,72.0,109.0,125.0,125.0,199.0,259.0,339.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0
Valparaíso,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,1424.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,3094.0,19414.0,37413.0,56787.0,58073.0,58111.0,85911.0,116233.0,149421.0,180766.0,208614.0,209942.0,209942.0,243741.0,273510.0,297919.0,318564.0,337091.0,337770.0,337883.0,349249.0,358389.0,366202.0,374840.0,384438.0,388081.0,388097.0,401436.0,419714.0,440238.0,459178.0,477006.0,477308.0,477308.0,493360.0,508793.0,524448.0,545901.0,563669.0,564894.0,564894.0,581315.0,599720.0,616791.0,635092.0,651551.0,652658.0,652741.0,667825.0,681962.0,697475.0,713153.0,729631.0,730001.0,730029.0,746774.0,760762.0,773510.0,787328.0,787490.0,787682.0,787723.0,795553.0,805227.0,814917.0,822601.0,830181.0,830768.0,830887.0,839744.0,846837.0,855260.0,861834.0,868909.0,869308.0,869350.0,875176.0,879990.0,883934.0,891032.0,896018.0,896369.0,896399.0,902070.0,906024.0,910904.0,914902.0,919505.0,919562.0,919583.0,927747.0,935999.0,944698.0,953297.0,961804.0,962814.0,962870.0,973238.0,984311.0,994590.0,1004369.0,1014604.0,1014750.0,1014809.0,1026752.0,1039437.0,1051212.0,1062638.0,1062759.0,1065139.0,1065223.0,1082387.0,1100412.0,1117960.0,1134225.0,1146387.0,1149251.0,1149309.0,1162539.0,1177037.0,1189168.0,1193284.0,1194908.0,1195879.0,1195881.0,1200750.0,1206536.0,1213319.0,1222566.0,1231373.0,1233351.0,1233435.0,1245472.0,1254513.0,1265858.0,1273428.0,1279942.0,1281389.0,1281430.0,1281802.0
Valparaíso,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,1424.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1431.0,1438.0,1454.0,1455.0,1455.0,1457.0,2920.0,18127.0,35357.0,53931.0,55054.0,55061.0,81865.0,111387.0,143696.0,174151.0,201423.0,202438.0,202450.0,235442.0,267882.0,295133.0,320350.0,339434.0,340111.0,340187.0,354941.0,366709.0,373529.0,379146.0,383621.0,383707.0,383731.0,396142.0,411956.0,432155.0,454275.0,454853.0,455065.0,455086.0,479505.0,496064.0,511597.0,532497.0,549950.0,550754.0,550793.0,567132.0,584270.0,601287.0,619112.0,635082.0,635878.0,635969.0,651795.0,665448.0,680148.0,694023.0,708942.0,709400.0,709432.0,726415.0,739831.0,752856.0,765982.0,769466.0,769567.0,769624.0,777035.0,786117.0,795197.0,803134.0,810134.0,810554.0,810607.0,818763.0,826634.0,834782.0,840727.0,846792.0,846875.0,846912.0,852761.0,858516.0,863384.0,870687.0,870746.0,871197.0,871222.0,878940.0,885358.0,890923.0,895122.0,898638.0,899014.0,899028.0,904630.0,912397.0,920374.0,928046.0,935343.0,936273.0,936354.0,946904.0,957838.0,967762.0,977228.0,986877.0,987635.0,987686.0,998772.0,1010367.0,1021597.0,1031963.0,1035715.0,1037697.0,1037822.0,1038520.0
Valparaíso,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,1303.0,6938.0,12022.0,13053.0,13073.0,17035.0,19920.0,22557.0,24807.0,24906.0,24906.0,24906.0,24949.0,24949.0,24949.0,24949.0,24949.0,24949.0,24949.0,24949.0
Ñuble,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1719.0,5437.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7785.0,7824.0,13476.0,20182.0,26379.0,26615.0,26731.0,33944.0,41793.0,50904.0,61279.0,70113.0,70409.0,70660.0,78155.0,84517.0,90432.0,95587.0,99924.0,100123.0,100123.0,104191.0,108003.0,111291.0,114577.0,117234.0,117288.0,117346.0,120864.0,124875.0,128425.0,131299.0,133676.0,133755.0,133791.0,138427.0,143471.0,148465.0,154485.0,159617.0,159823.0,160037.0,165910.0,171681.0,176437.0,180699.0,184696.0,184922.0,185128.0,188885.0,192921.0,197007.0,201045.0,205042.0,205086.0,205145.0,208957.0,212284.0,215384.0,220017.0,220018.0,220018.0,220018.0,223050.0,226277.0,229402.0,232336.0,235264.0,235486.0,235513.0,237452.0,239013.0,240263.0,241258.0,242482.0,242561.0,242575.0,243569.0,244555.0,245285.0,246594.0,247473.0,247510.0,247511.0,248749.0,249687.0,250799.0,251640.0,252471.0,252472.0,252472.0,254358.0,256345.0,258443.0,260300.0,262215.0,262463.0,262482.0,264793.0,267272.0,269789.0,272009.0,274400.0,274530.0,274628.0,276908.0,280693.0,285843.0,291155.0,291332.0,291713.0,291877.0,296426.0,301105.0,305362.0,309768.0,313315.0,314009.0,314135.0,318441.0,322316.0,325400.0,327472.0,329277.0,329654.0,329729.0,331432.0,333102.0,335066.0,337268.0,338849.0,339314.0,339424.0,341577.0,343260.0,345360.0,347021.0,348475.0,348829.0,348895.0,349014.0
Ñuble,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,5686.0,7652.0,7699.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7703.0,7706.0,7709.0,7721.0,7730.0,7734.0,7734.0,7734.0,7739.0,7860.0,13211.0,19596.0,25435.0,25570.0,25697.0,32926.0,40499.0,49441.0,59365.0,67803.0,68167.0,68410.0,76368.0,83439.0,90105.0,96121.0,100766.0,100805.0,100814.0,105430.0,108975.0,111712.0,114010.0,115835.0,115918.0,115932.0,119003.0,122561.0,125924.0,129371.0,129373.0,129373.0,129373.0,134908.0,140081.0,145004.0,150786.0,155778.0,155860.0,155914.0,161588.0,167270.0,172036.0,176201.0,180342.0,180533.0,180618.0,184565.0,188578.0,192398.0,196393.0,200194.0,200272.0,200299.0,204348.0,207908.0,210969.0,215023.0,215938.0,215939.0,215940.0,218625.0,221626.0,224765.0,227679.0,230129.0,230267.0,230276.0,232421.0,234400.0,235901.0,237104.0,238365.0,238415.0,238427.0,239434.0,240344.0,241276.0,243001.0,243015.0,243079.0,243085.0,244656.0,245897.0,247175.0,248305.0,249172.0,249206.0,249209.0,250771.0,252474.0,254129.0,255685.0,257356.0,257532.0,257553.0,259748.0,262007.0,264339.0,266481.0,268623.0,268833.0,268871.0,270989.0,274629.0,279183.0,283963.0,285286.0,285685.0,285793.0,286142.0
Ñuble,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,636.0,664.0,664.0,1078.0,1424.0,1871.0,2171.0,2456.0,2534.0,2535.0,2808.0,3072.0,3259.0,3387.0,3438.0,3446.0,3446.0,3446.0
Biobío,Primera,0.0,1388.0,2044.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2092.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,6316.0,28221.0,46733.0,63169.0,67331.0,69957.0,93392.0,120859.0,152389.0,181074.0,203026.0,206267.0,207546.0,228809.0,245696.0,260119.0,271045.0,280980.0,282119.0,282511.0,291025.0,298764.0,306528.0,315750.0,322532.0,322880.0,323038.0,334462.0,347758.0,361046.0,373166.0,383878.0,384517.0,384733.0,396581.0,409696.0,422301.0,439639.0,454755.0,457968.0,458842.0,473923.0,490010.0,504652.0,518184.0,530854.0,533523.0,534682.0,546495.0,558729.0,571444.0,583468.0,597737.0,598340.0,598365.0,611149.0,621831.0,632858.0,644150.0,644346.0,644418.0,644420.0,650577.0,658110.0,666144.0,672928.0,678492.0,679737.0,679957.0,686281.0,692277.0,698042.0,701976.0,705681.0,706062.0,706102.0,709586.0,712119.0,714365.0,718683.0,721729.0,722245.0,722365.0,725626.0,728426.0,731793.0,734150.0,738721.0,738836.0,739303.0,745737.0,752628.0,759212.0,766062.0,772369.0,773870.0,774089.0,781843.0,789949.0,798075.0,805398.0,812645.0,812654.0,812661.0,821546.0,831207.0,839782.0,848052.0,848056.0,850811.0,851442.0,864696.0,879485.0,893717.0,906962.0,918432.0,922799.0,924174.0,937036.0,948048.0,958828.0,965661.0,971492.0,973444.0,973747.0,977881.0,981603.0,987664.0,995093.0,1000743.0,1002548.0,1002604.0,1010745.0,1017113.0,1025663.0,1030944.0,1035421.0,1036611.0,1036702.0,1037064.0
