Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27
Ñuble,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,636.0,664.0,664.0,1078.0,1424.0,1871.0,2172.0,2457.0,2535.0,2536.0,2809.0,3073.0,3260.0,3388.0,3449.0,3458.0,3458.0,3458.0,3601.0,3670.0,4008.0,4876.0,5098.0,5147.0
Biobío,Primera,0.0,1388.0,2044.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2059.0,2092.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,2146.0,6316.0,28221.0,46733.0,63169.0,67331.0,69957.0,93393.0,120862.0,152392.0,181078.0,203028.0,206269.0,207548.0,228811.0,245698.0,260121.0,271047.0,280982.0,282121.0,282513.0,291027.0,298766.0,306530.0,315752.0,322535.0,322883.0,323041.0,334465.0,347761.0,361050.0,373170.0,383881.0,384520.0,384736.0,396584.0,409699.0,422303.0,439639.0,454755.0,457968.0,458842.0,473923.0,490010.0,504652.0,518184.0,530854.0,533523.0,534682.0,546494.0,558728.0,571443.0,583468.0,597739.0,598342.0,598367.0,611151.0,621833.0,632859.0,644152.0,644348.0,644420.0,644422.0,650579.0,658112.0,666146.0,672933.0,678497.0,679742.0,679962.0,686286.0,692281.0,698048.0,701981.0,705687.0,706068.0,706108.0,709592.0,712125.0,714371.0,718689.0,721735.0,722251.0,722371.0,725632.0,728432.0,731800.0,734157.0,738728.0,738843.0,739310.0,745744.0,752635.0,759220.0,766071.0,772381.0,773882.0,774101.0,781856.0,789962.0,798088.0,805411.0,812661.0,812670.0,812677.0,821562.0,831224.0,839799.0,848070.0,848074.0,850831.0,851463.0,864723.0,879518.0,893759.0,907013.0,918487.0,922855.0,924230.0,937092.0,948104.0,958885.0,965718.0,971552.0,973504.0,973807.0,977943.0,981665.0,987728.0,995159.0,1000811.0,1002616.0,1002672.0,1010815.0,1017183.0,1025734.0,1031085.0,1035608.0,1036797.0,1036890.0,1037283.0,1045810.0,1052797.0,1059500.0,1064009.0,1064847.0,1064987.0
Biobío,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1421.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1966.0,1997.0,2078.0,2115.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2121.0,2122.0,2122.0,2122.0,2122.0,2122.0,2122.0,2130.0,4845.0,25098.0,42892.0,58519.0,62405.0,64718.0,87097.0,114574.0,144953.0,173157.0,195029.0,198166.0,199322.0,222293.0,242245.0,259848.0,274887.0,285081.0,286234.0,286665.0,297511.0,306118.0,311502.0,316077.0,320267.0,320465.0,320577.0,328647.0,339487.0,351466.0,364075.0,364762.0,364852.0,364865.0,383371.0,397074.0,410200.0,426372.0,439736.0,441469.0,441872.0,457843.0,473863.0,488198.0,501416.0,513397.0,515120.0,515747.0,529160.0,541317.0,553773.0,565559.0,577777.0,578525.0,578661.0,591727.0,603134.0,614286.0,624881.0,628149.0,628232.0,628413.0,634505.0,641445.0,649200.0,655890.0,660811.0,661556.0,661714.0,668151.0,674227.0,680227.0,684407.0,688053.0,688057.0,688058.0,691856.0,695052.0,697964.0,702327.0,702338.0,702892.0,703029.0,708317.0,712648.0,716792.0,719976.0,724066.0,724555.0,724742.0,730414.0,736004.0,741669.0,746848.0,752241.0,753472.0,753676.0,760847.0,768353.0,775910.0,782949.0,789754.0,790559.0,790588.0,798730.0,807108.0,815606.0,823474.0,826237.0,828023.0,828215.0,829088.0,846002.0,860097.0,871626.0,882042.0,885087.0,885525.0
Biobío,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669.0,1564.0,2577.0,3608.0,3798.0,3933.0,6074.0,7553.0,9080.0,10432.0,11408.0,11658.0,11658.0,12491.0,13282.0,14146.0,14882.0,15396.0,15512.0,15514.0,15592.0,16712.0,18497.0,21059.0,24410.0,25336.0,25464.0
O’Higgins,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2191.0,7950.0,10305.0,11602.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11677.0,11921.0,18983.0,28347.0,37235.0,38354.0,38413.0,48282.0,57737.0,70923.0,82141.0,93274.0,94489.0,94509.0,109716.0,122772.0,134123.0,143181.0,150904.0,151335.0,151347.0,157678.0,163162.0,168077.0,172969.0,176728.0,177052.0,177052.0,186538.0,196508.0,205799.0,213835.0,221770.0,222128.0,222130.0,230277.0,238302.0,246028.0,255915.0,264902.0,265427.0,265431.0,275041.0,284393.0,292632.0,299941.0,307062.0,307375.0,307378.0,314944.0,322539.0,330437.0,338005.0,346647.0,346800.0,346862.0,355745.0,364342.0,372566.0,380349.0,380356.0,380372.0,380397.0,384624.0,389247.0,394484.0,397408.0,398935.0,398988.0,398988.0,402194.0,406461.0,411236.0,414847.0,418134.0,418360.0,418379.0,420286.0,422187.0,423940.0,426787.0,429038.0,429079.0,429079.0,431092.0,433207.0,435549.0,437341.0,440091.0,440091.0,440092.0,445123.0,450275.0,455437.0,460481.0,465842.0,466064.0,466064.0,472630.0,479208.0,485740.0,491671.0,497960.0,498002.0,498002.0,504971.0,513069.0,521822.0,532524.0,534771.0,535270.0,535272.0,545041.0,555503.0,564844.0,571678.0,579878.0,580822.0,580880.0,588804.0,597111.0,602253.0,605027.0,608300.0,608527.0,608530.0,612695.0,616834.0,622238.0,628208.0,633087.0,633790.0,633815.0,640066.0,644824.0,650344.0,653289.0,657184.0,657747.0,657759.0,658681.0,664881.0,669618.0,671204.0,672460.0,672535.0,672535.0
O’Higgins,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2561.0,8076.0,10255.0,11400.0,11483.0,11483.0,11483.0,11483.0,11483.0,11483.0,11483.0,11483.0,11483.0,11483.0,11491.0,11494.0,11508.0,11515.0,11527.0,11527.0,11527.0,11544.0,11813.0,18604.0,27663.0,36471.0,37318.0,37345.0,47218.0,56467.0,69378.0,80352.0,91153.0,92245.0,92267.0,107855.0,121554.0,133787.0,143860.0,152310.0,152662.0,152675.0,159923.0,165009.0,169197.0,172722.0,175208.0,175372.0,175391.0,184009.0,193560.0,203190.0,215736.0,215801.0,215806.0,215824.0,225510.0,233679.0,241280.0,250851.0,259559.0,259879.0,259881.0,269094.0,277835.0,286360.0,293546.0,300550.0,300791.0,300794.0,308129.0,315372.0,323092.0,330703.0,338500.0,338633.0,338637.0,346643.0,355269.0,362912.0,369857.0,371665.0,371673.0,371674.0,376092.0,380815.0,386171.0,389635.0,391560.0,391628.0,391629.0,394891.0,399334.0,403852.0,407446.0,410589.0,410618.0,410618.0,412397.0,414769.0,416890.0,420760.0,420821.0,420851.0,420851.0,423501.0,426175.0,428102.0,429209.0,431601.0,431694.0,431699.0,436029.0,440886.0,445723.0,450380.0,455015.0,455223.0,455231.0,461860.0,468405.0,474640.0,480161.0,486091.0,486370.0,486381.0,493146.0,500700.0,508821.0,516577.0,521714.0,522078.0,522092.0,522871.0,533754.0,541084.0,546381.0,552997.0,553431.0,553474.0
O’Higgins,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889.0,3055.0,4644.0,4743.0,4751.0,5963.0,6492.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6560.0,6769.0,10980.0,14632.0,15152.0,15168.0
Maule,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,503.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0,1667.0,14339.0,26644.0,39876.0,43775.0,46405.0,61103.0,76141.0,92686.0,107710.0,120418.0,121865.0,122453.0,136538.0,149534.0,161134.0,170229.0,179180.0,179551.0,179713.0,186860.0,193292.0,199169.0,204946.0,211388.0,211667.0,211676.0,219262.0,228735.0,237686.0,245172.0,251805.0,252464.0,252712.0,261053.0,269946.0,279604.0,290498.0,300506.0,302031.0,302573.0,313570.0,324024.0,333105.0,341884.0,350037.0,350662.0,350850.0,359806.0,368946.0,377885.0,386282.0,395193.0,395324.0,395351.0,404610.0,412391.0,419474.0,427764.0,427790.0,427821.0,427850.0,433588.0,439939.0,445857.0,450980.0,455801.0,456093.0,456121.0,459349.0,463577.0,467561.0,470269.0,472817.0,473053.0,473074.0,475717.0,477894.0,480043.0,483148.0,485630.0,485776.0,485791.0,487417.0,489466.0,491379.0,492779.0,496516.0,496551.0,496565.0,501105.0,506668.0,511825.0,517294.0,523442.0,524329.0,524346.0,530902.0,538080.0,545158.0,551460.0,558650.0,558701.0,558701.0,565915.0,574443.0,582591.0,591140.0,591414.0,592948.0,594112.0,604959.0,617512.0,629454.0,640008.0,650431.0,652951.0,653655.0,663735.0,669086.0,674184.0,677976.0,681976.0,683293.0,683459.0,688050.0,692478.0,698236.0,704670.0,709120.0,709488.0,709510.0,714943.0,720250.0,726458.0,730785.0,734858.0,735592.0,735640.0,735838.0,741523.0,746723.0,749266.0,751350.0,751456.0,751508.0
Maule,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,501.0,504.0,504.0,504.0,509.0,509.0,509.0,518.0,1436.0,13098.0,24946.0,37646.0,41409.0,43801.0,58233.0,72811.0,88844.0,103710.0,116351.0,117790.0,118446.0,132870.0,146935.0,160167.0,171161.0,182440.0,182775.0,182859.0,190980.0,196738.0,201060.0,204776.0,208570.0,208621.0,208641.0,215129.0,223410.0,231646.0,240133.0,240192.0,240213.0,240229.0,252769.0,262302.0,271537.0,281702.0,291146.0,291499.0,291541.0,302229.0,312885.0,322160.0,330851.0,338976.0,339409.0,339459.0,348506.0,357602.0,366332.0,374812.0,382838.0,383079.0,383100.0,392623.0,400809.0,407985.0,414988.0,417553.0,417584.0,417614.0,422310.0,428162.0,434339.0,439455.0,444209.0,444520.0,444531.0,448148.0,452562.0,456599.0,459535.0,462428.0,462461.0,462463.0,464686.0,467112.0,469605.0,473258.0,473278.0,473437.0,473553.0,476614.0,479436.0,481829.0,483547.0,485968.0,486126.0,486145.0,489938.0,494409.0,498684.0,502977.0,507874.0,508398.0,508458.0,515021.0,521963.0,528797.0,534757.0,541107.0,541285.0,541298.0,547485.0,555507.0,563466.0,570355.0,573336.0,574453.0,574642.0,574990.0,589013.0,600180.0,609261.0,618612.0,619341.0,619420.0
Maule,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3722.0,7316.0,9867.0,11181.0,11350.0,11350.0,11634.0,11822.0,11909.0,11942.0,11948.0,11948.0,11948.0,11951.0,11951.0,11951.0,11951.0,11951.0,11951.0,11951.0,11951.0,11951.0,11960.0,16501.0,20691.0,21361.0,21492.0
Metropolitana,Primera,420.0,2934.0,5418.0,5714.0,5714.0,5714.0,5714.0,5714.0,5714.0,5714.0,5714.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,7069.0,7942.0,7965.0,7965.0,7965.0,7965.0,7965.0,7981.0,7991.0,7991.0,7991.0,7997.0,8007.0,8007.0,8007.0,8007.0,8008.0,8008.0,8008.0,12096.0,71900.0,135229.0,197874.0,208198.0,210124.0,293818.0,385123.0,486844.0,577945.0,664909.0,678805.0,680547.0,784938.0,870543.0,945001.0,1006174.0,1062611.0,1067891.0,1068296.0,1105647.0,1136341.0,1164277.0,1192233.0,1216129.0,1219910.0,1220022.0,1276986.0,1339850.0,1403796.0,1465323.0,1524303.0,1530018.0,1530428.0,1583487.0,1635852.0,1686833.0,1750921.0,1807847.0,1822366.0,1823293.0,1883726.0,1947234.0,2006063.0,2065234.0,2119591.0,2135510.0,2136438.0,2197171.0,2259884.0,2325149.0,2396038.0,2470650.0,2480188.0,2480764.0,2544600.0,2600932.0,2654543.0,2710990.0,2711881.0,2712604.0,2712855.0,2743366.0,2778738.0,2815810.0,2846028.0,2875001.0,2882344.0,2882814.0,2917273.0,2946994.0,2979924.0,3005419.0,3028007.0,3032549.0,3033081.0,3049083.0,3062809.0,3072600.0,3096049.0,3110834.0,3113827.0,3113943.0,3130732.0,3144360.0,3161585.0,3171958.0,3194579.0,3195025.0,3195169.0,3225105.0,3257021.0,3290250.0,3324051.0,3359663.0,3369553.0,3369877.0,3415113.0,3460459.0,3505319.0,3547310.0,3592540.0,3592540.0,3592540.0,3652622.0,3714189.0,3766995.0,3818931.0,3821459.0,3834905.0,3836187.0,3910758.0,3987936.0,4063983.0,4135084.0,4196241.0,4223156.0,4229226.0,4296034.0,4355502.0,4400410.0,4418437.0,4427673.0,4434651.0,4435946.0,4449754.0,4467250.0,4491578.0,4529684.0,4563353.0,4576917.0,4577895.0,4623467.0,4658299.0,4704801.0,4735190.0,4760024.0,4769787.0,4771163.0,4775172.0,4815733.0,4841318.0,4852822.0,4866623.0,4873362.0,4874041.0
Metropolitana,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,896.0,3550.0,5473.0,5540.0,5540.0,5540.0,5541.0,5541.0,5541.0,5541.0,5541.0,5541.0,5655.0,5656.0,5656.0,5656.0,5656.0,5656.0,5656.0,5656.0,5656.0,5656.0,6927.0,7591.0,7596.0,7596.0,7606.0,7756.0,7814.0,7829.0,7840.0,7840.0,7840.0,7840.0,7850.0,7850.0,7850.0,7850.0,7850.0,7850.0,7852.0,7852.0,7855.0,7892.0,7906.0,7907.0,7907.0,7954.0,11646.0,63928.0,124031.0,184564.0,192997.0,194292.0,275051.0,365595.0,465532.0,554426.0,638246.0,650043.0,651228.0,757165.0,847885.0,930630.0,1001232.0,1061613.0,1068694.0,1069176.0,1109065.0,1138102.0,1159404.0,1178017.0,1197384.0,1199250.0,1199461.0,1248603.0,1308463.0,1371742.0,1443486.0,1446478.0,1447350.0,1447695.0,1530175.0,1585654.0,1639017.0,1701891.0,1760935.0,1771151.0,1771848.0,1832624.0,1892411.0,1949918.0,2007428.0,2061155.0,2070328.0,2070964.0,2133665.0,2197248.0,2257917.0,2321847.0,2385710.0,2394157.0,2394445.0,2461288.0,2516216.0,2569147.0,2619798.0,2634338.0,2635022.0,2635228.0,2664601.0,2698673.0,2735771.0,2765241.0,2789909.0,2794933.0,2795018.0,2821573.0,2858825.0,2891748.0,2916872.0,2940291.0,2940293.0,2940293.0,2957650.0,2974764.0,2989368.0,3015125.0,3015835.0,3019541.0,3019765.0,3042899.0,3064796.0,3083915.0,3096828.0,3113661.0,3117730.0,3118389.0,3139749.0,3166206.0,3195341.0,3224110.0,3254253.0,3262658.0,3263393.0,3307141.0,3350542.0,3393290.0,3433866.0,3475843.0,3481367.0,3481678.0,3533777.0,3588025.0,3635627.0,3679537.0,3694600.0,3705503.0,3706737.0,3713062.0,3787354.0,3847726.0,3903605.0,3949082.0,3968426.0,3970373.0
Metropolitana,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,8002.0,26767.0,44668.0,52096.0,52982.0,68258.0,79838.0,89030.0,95464.0,95923.0,95924.0,95924.0,95933.0,95934.0,95934.0,95934.0,95935.0,95935.0,95935.0,95935.0,95940.0,102454.0,135725.0,152418.0,157376.0,158018.0
